age,annual_income,monthly_debt,requested_loan,loan_term_months,max_loan,approved
64,39367,694,7656,36,36465,1
31,37471,585,4959,36,36461,1
65,24676,90,18242,48,33672,1
18,40576,746,9221,24,23966,0
68,38782,653,15095,36,36616,0
21,55951,256,25953,72,90000,1
46,26200,919,23755,36,23362,0
49,34282,32,7600,12,10373,1
23,31029,424,24550,24,19484,0
45,46302,350,6587,72,90000,1
66,69270,558,7377,24,45531,1
51,39878,504,12880,60,66827,0
28,28989,621,3233,24,17735,1
65,50379,687,43155,36,47012,1
31,49543,122,8289,24,37828,1
22,41070,737,25211,60,60647,0
19,15996,259,8451,36,14213,0
25,30908,367,11257,48,37703,1
30,28865,396,18543,48,36985,0
68,29381,347,10038,24,21231,1
62,34446,718,15919,12,8437,0
59,43011,777,9487,60,64594,1
72,47341,69,6447,36,53388,1
36,38941,80,13034,72,83557,1
57,31103,560,4989,48,34885,1
51,62103,567,2189,48,81949,0
40,37901,258,14876,60,63012,1
30,30600,1157,26839,24,15112,1
54,29189,1238,12445,48,27788,1
57,31278,441,8975,12,10243,1
18,60882,548,59110,36,61144,1
65,37926,222,6894,36,39554,1
19,20637,130,5566,36,17256,1
39,28030,504,7186,60,43564,1
42,54358,54,13253,12,18289,1
39,44942,988,19544,36,38037,1
58,13000,256,9593,24,10327,1
39,25689,335,6835,36,26362,1
44,24766,548,38523,24,12892,0
32,23944,679,5941,36,22694,1
63,27273,910,9307,24,11008,1
39,41921,513,16117,48,52525,1
32,28310,859,8902,72,44379,1
57,34043,1083,49487,48,37130,0
72,40840,140,7965,24,26613,1
65,33552,522,11252,36,32706,1
74,29664,292,8657,12,10332,1
41,22211,206,8527,72,43980,1
19,36167,399,6962,36,34492,1
22,20647,1231,13275,60,17155,0
62,42974,300,26583,48,57688,1
40,49765,179,12593,72,90000,0
56,85263,1013,7115,72,90000,1
56,29117,507,8225,24,20750,0
53,50402,963,7832,24,30957,1
64,20900,668,3325,24,9477,1
21,75121,364,8824,36,78027,1
24,32277,736,17137,36,27827,1
29,50321,432,11198,12,18241,1
69,49519,293,10028,48,70887,1
49,32938,243,5968,24,22027,1
41,41067,491,18285,36,38594,1
40,36406,236,10206,24,23947,1
72,54105,509,7961,36,49812,1
55,33433,1114,8811,72,53196,1
26,23540,538,19860,12,5745,1
46,38594,556,10857,48,46711,1
43,36279,596,11541,48,45580,1
58,34504,291,10828,36,35706,1
33,22186,534,3242,72,38778,1
50,77564,447,14170,12,27607,1
26,41861,290,8335,24,28791,1
53,13000,310,12093,24,7999,1
58,66401,348,16165,36,68288,0
48,17238,334,14163,24,6590,1
44,28579,302,7803,24,18697,1
73,26860,557,6790,60,40792,0
71,27122,226,12103,36,25819,1
37,77664,643,7204,36,77826,0
39,33559,428,9764,36,35257,1
42,74721,2101,4490,48,77862,1
61,57634,1112,16494,12,18726,1
38,36384,147,16287,36,37123,1
42,36034,94,16234,60,61211,0
29,47135,313,5080,48,63506,1
49,28402,73,13580,72,61709,1
63,29781,663,8739,60,44673,1
52,28614,475,4993,48,36831,1
53,19512,507,5927,48,21731,1
36,30454,551,9524,12,10120,1
28,39584,1299,18586,72,60948,0
44,41372,810,16695,36,39640,1
22,30669,485,14652,60,48917,1
50,22935,870,16580,36,17983,1
61,23261,686,12175,24,10765,1
63,46557,761,8973,48,59370,1
35,33844,185,27618,24,22654,0
29,40281,731,19260,36,35251,1
54,27441,518,4450,48,33136,1
73,28519,696,26214,36,24385,0
44,21332,391,10972,36,18312,1
65,42695,353,6695,48,54763,1
53,27053,365,9201,24,17303,1
48,77023,1164,19386,24,47995,0
33,51837,1082,14131,60,77429,1
72,16822,97,4700,36,15882,0
52,33950,832,5060,24,21437,0
18,45196,713,12150,72,89324,1
27,19850,243,25198,48,24507,0
69,24331,1030,34203,12,10908,1
45,25553,379,7461,48,33708,1
25,26068,1466,13120,60,23216,1
60,24658,851,14912,24,12048,1
57,28698,354,3195,60,47548,0
46,19070,711,16405,36,11610,0
40,22650,619,5422,24,13790,1
67,28847,1748,20075,60,26885,1
30,40190,962,13182,48,48999,1
41,17054,290,6532,72,30724,0
31,35352,732,5717,24,23575,1
54,45146,469,19624,60,76749,1
25,29714,656,16358,48,32815,0
44,20554,210,22192,36,20713,0
23,64839,1236,12716,48,79133,1
47,34643,368,15691,36,36330,1
23,31536,741,5028,60,48840,1
53,42195,194,9898,24,27785,0
44,28060,281,11072,36,25103,1
37,64916,514,11105,60,90000,1
28,19744,175,8401,24,13535,1
48,36810,1126,14776,60,51425,1
51,26699,527,7293,48,31656,1
63,27495,383,6371,12,10436,1
27,61558,297,10245,24,42549,1
35,18782,421,20999,36,15437,1
66,24354,442,22157,36,20892,0
37,48386,250,5313,12,20632,1
23,51278,513,9887,24,33749,1
22,27880,541,15804,36,23713,0
50,27101,285,9134,60,43798,1
25,28406,217,7601,24,20339,1
36,28860,871,4447,48,30899,0
38,83239,400,16582,24,57311,1
66,30680,459,13517,12,8379,1
61,36366,630,3232,36,34756,1
47,25730,500,1773,60,38070,1
48,34992,1228,13743,24,19518,1
66,17604,582,12426,12,5905,0
30,30817,503,3322,60,49771,1
19,30857,261,30867,36,30620,1
72,26123,462,27828,60,41734,1
32,30422,256,5865,24,20502,1
19,29541,296,20337,36,27048,1
72,39684,574,10629,48,48046,0
68,34076,128,10825,60,60797,1
46,59970,226,8833,48,82253,1
20,33968,405,38681,12,11248,0
50,44600,123,8361,48,62058,1
49,49151,603,15428,60,79060,1
18,51320,1816,17247,60,65716,1
53,43694,883,6884,60,65396,1
44,33255,833,6970,36,28610,1
34,18216,174,8627,36,15735,1
58,35555,298,12401,36,34136,1
67,41453,117,10071,48,55361,1
28,25388,629,20962,36,22398,1
65,33325,1485,3744,12,9678,0
32,30001,467,13456,36,26118,1
72,37181,254,17550,48,52569,1
18,28668,565,26886,24,19461,0
56,18408,907,14085,48,12964,0
44,25205,629,10030,60,33443,1
52,24631,977,43353,36,12094,1
18,26990,225,12258,60,44980,0
59,56346,489,14939,36,57464,1
19,61548,885,7886,60,90000,1
33,52368,696,11368,48,64469,1
26,19504,112,12778,36,19878,1
29,25472,575,23414,24,12547,0
43,39393,440,3256,48,51435,1
71,36969,146,5743,36,39526,0
57,48085,236,18721,24,33730,1
23,22574,343,12945,48,29980,1
65,24165,972,14034,36,19217,1
35,25518,641,10022,60,37509,1
42,29399,494,26042,36,27144,0
31,40455,1796,9701,72,53980,1
75,32241,76,8651,36,33202,1
70,38522,147,8393,24,29266,1
74,44582,973,4191,72,77087,1
44,63026,660,6723,24,39979,1
69,20693,496,7686,48,25501,1
67,52037,136,15290,24,37354,1
18,23064,219,3266,36,22512,1
39,45828,347,24930,72,90000,1
32,32280,258,6041,24,25258,1
59,80701,512,24527,36,80611,1
23,58463,579,12634,60,90000,1
50,25220,130,5955,24,16732,1
75,39803,293,9354,36,42075,1
61,34239,134,25061,24,20381,1
63,43651,465,2964,36,44281,1
48,41507,582,10881,36,39696,1
47,49610,102,4865,48,68882,1
48,40329,1243,5170,72,66028,1
63,21196,380,2177,12,6742,0
62,63016,254,7453,36,63763,1
38,28670,502,24342,60,42473,1
38,35261,494,13324,12,11605,0
26,19011,294,12587,36,20489,1
71,47127,535,22236,36,48032,1
56,40456,474,5774,48,51320,1
71,49876,391,7478,36,50833,1
20,30435,334,9637,24,20415,0
22,29212,461,12034,60,44131,1
35,36873,830,7015,36,29785,0
65,19888,519,12612,36,19053,1
20,68701,725,6173,36,68101,1
38,41195,833,6303,48,48487,1
32,38648,420,17866,24,23892,1
26,53275,337,32413,48,71728,1
39,30943,420,8740,60,52401,1
68,40665,481,13822,36,42135,1
57,53287,1338,2581,12,17092,1
46,48100,257,22757,24,33428,1
66,28253,87,16336,60,46773,1
57,39845,148,4424,72,87261,0
18,31754,213,4042,72,65804,1
50,22989,196,15246,36,23800,1
40,35077,171,33355,60,61892,1
29,31489,690,9160,24,18963,1
21,54163,878,12823,60,84379,0
61,32746,220,11932,60,59471,0
53,26773,941,7634,12,5871,1
28,22373,466,7104,72,40322,1
58,27555,1145,5569,72,36851,1
22,37153,370,10172,24,24743,1
52,75927,226,9092,60,90000,1
27,23006,2484,1902,60,4921,0
25,24509,294,6854,24,15915,0
20,28971,661,21797,36,24342,0
26,13000,465,6456,12,3836,1
75,74407,179,11692,24,55583,0
58,66128,885,19117,36,62036,1
55,23751,259,7741,72,49318,1
31,42753,453,8557,72,83421,1
23,37404,472,9655,60,59429,1
31,44745,640,11035,72,86273,0
19,18649,500,14659,48,21979,1
54,32458,173,6949,36,31086,0
30,13000,201,8558,36,13432,1
23,24922,48,17521,12,8218,1
66,32743,334,14009,24,21438,1
32,23689,1261,12499,48,18301,1
34,28614,935,11963,36,22375,1
23,28534,1600,6293,36,17283,0
60,34644,367,5507,36,32776,1
21,34638,766,28913,36,32141,1
53,43706,581,7276,48,56413,1
62,27833,146,14696,60,47583,1
51,50144,665,35031,48,65354,1
45,69794,636,12626,48,90000,1
31,13467,374,16399,36,10016,1
55,22586,771,7475,60,31470,1
30,56635,132,6453,36,56510,1
26,29702,144,17657,24,22407,1
23,34808,436,9014,24,22546,1
30,30503,564,7739,36,25666,1
64,30673,423,9984,12,7835,1
69,30602,790,10473,60,43973,0
40,17400,306,7722,36,14911,1
20,24830,635,10648,36,19158,1
38,30953,261,5471,36,30821,1
63,36984,623,12959,36,37131,1
27,14602,28,16545,48,21895,1
44,54731,179,6562,60,90000,1
21,26103,398,9683,24,16662,1
66,38515,373,7598,36,35571,1
36,52386,489,21652,36,53919,0
35,98388,670,10907,60,90000,1
22,39421,316,11300,48,50878,1
39,34768,769,17724,48,38148,1
33,21637,770,4140,60,26806,1
68,33854,97,15635,60,56662,1
21,38243,622,12816,72,71651,1
57,30034,625,5558,72,54442,1
18,19413,427,13795,60,25831,0
37,49593,673,5418,72,90000,1
18,56027,245,14521,24,40477,1
18,14897,659,19538,60,17089,0
21,39193,829,3811,72,74321,1
21,29025,414,24746,12,11177,0
29,24169,501,6742,36,17013,1
63,23210,857,12183,36,17161,0
24,44824,524,13307,12,17550,1
67,58956,250,15608,36,62578,1
22,54478,530,24126,60,90000,1
69,63640,202,7662,24,44686,1
62,31967,171,10284,36,30875,1
35,35395,475,2905,36,34980,1
24,16950,619,13416,24,9696,1
20,28192,697,25249,48,33538,1
51,36748,795,8193,36,33960,1
35,35102,315,12452,36,31482,1
42,34244,95,7552,36,36482,1
24,32438,839,9724,72,54491,0
25,33599,507,14943,24,21134,1
20,50156,1623,2912,48,56027,1
37,35815,340,13859,24,24759,1
34,29437,149,19094,24,23365,1
43,37303,193,8579,12,12571,0
20,26857,1714,11645,48,18456,0
55,35780,125,15852,36,36944,1
21,23350,323,12836,48,31860,0
43,38761,334,9194,24,25776,1
22,34754,423,12778,24,23812,1
23,48080,767,8498,60,75984,1
39,36591,100,13163,60,63696,1
22,51613,238,17001,36,53445,1
68,27833,344,33731,60,43579,1
32,26180,350,10142,48,36405,1
75,23035,593,6008,36,19999,1
26,17173,425,5989,72,31863,1
29,18109,101,16597,36,20894,1
58,40428,327,6090,36,40342,1
44,27548,115,8131,48,41139,1
43,24961,183,29981,48,32631,1
61,28397,146,3828,48,39779,1
34,30047,212,15937,60,52417,1
55,13158,233,11057,36,10464,0
22,50030,992,8878,36,43325,1
43,36856,656,19233,48,46536,1
24,42231,119,4034,36,46911,1
60,29483,152,9032,48,38227,1
70,19744,194,5915,60,30021,0
60,15478,249,20229,60,23764,1
64,42585,338,11091,24,26531,1
18,20551,774,29837,48,18083,0
62,44052,154,13978,72,90000,1
57,48284,428,9356,60,79048,0
35,24609,539,20580,36,20282,0
46,29780,676,17586,60,41588,1
44,32592,448,24613,60,53251,1
50,45864,67,8594,48,66182,1
38,36606,540,5766,36,33868,1
42,44548,771,11247,60,66347,1
67,32949,250,8317,24,23157,1
36,32782,322,13224,36,31942,0
48,17614,771,9642,48,16225,0
29,43138,1147,9409,60,59867,1
21,24163,34,4687,72,52755,0
67,23157,863,11196,48,22610,1
21,58623,309,17409,36,57581,1
54,37773,241,16941,24,25384,1
63,42979,613,33047,60,66857,1
57,31792,692,6909,24,17416,1
23,36290,321,7776,48,46239,1
55,29723,746,12264,72,55500,0
69,23380,234,10600,60,39830,1
50,55849,267,14690,36,60672,1
28,36199,842,15169,36,31536,1
18,20033,360,4633,36,16554,1
22,38375,14,6656,60,68556,1
25,40649,819,11551,36,40891,1
49,40798,328,14461,48,56738,1
44,22857,1115,10652,12,5937,0
45,29801,215,12913,48,39627,1
23,26576,824,10343,48,27017,1
67,32716,726,13951,36,30262,1
50,27705,202,31243,36,24382,1
45,49850,297,10734,72,90000,1
63,54668,9,26632,36,61794,1
45,39427,101,3994,48,55624,1
56,36941,411,22864,72,73138,0
29,25211,90,11174,36,27600,1
73,28208,244,9427,60,48433,1
29,31839,358,10110,24,19257,1
38,31274,148,11921,60,52311,1
33,42185,610,26295,36,42932,1
36,26443,156,8715,12,8958,1
21,32025,420,14869,36,29719,1
70,15248,289,11637,24,8257,1
53,42810,338,16995,24,27969,1
46,56874,134,11167,24,43457,1
20,44571,468,12783,48,58316,1
35,25416,238,3866,60,43229,1
33,44021,129,9830,36,46629,1
69,16037,355,10062,36,12575,1
35,30230,1177,4965,24,14392,0
38,28098,780,13217,48,32041,1
33,58035,600,18994,36,58167,1
24,45293,178,30068,36,46533,1
26,46488,933,7263,48,56646,1
70,33678,507,9570,36,32935,1
63,39206,502,11170,24,25267,1
68,19760,463,3810,60,26892,1
52,46996,1543,13813,24,23654,0
44,24641,227,8934,60,43258,1
47,45378,89,4004,48,63992,0
42,82067,105,22504,36,86268,1
63,29919,372,10578,36,28250,1
30,38068,311,5116,48,50253,1
57,37235,1083,15305,36,32264,1
62,25868,1505,5651,72,29375,1
18,25995,261,9343,60,42195,1
29,41441,1098,3685,24,24239,0
47,48047,37,28141,36,51220,1
73,33308,79,5883,48,45161,1
74,28761,451,14866,48,39552,0
70,28735,318,9382,36,24989,1
74,68059,667,4787,24,46195,1
53,33331,683,6144,48,40604,0
23,34926,1171,9086,48,41255,1
21,65225,161,19752,48,90000,1
59,24200,876,7839,36,18590,0
23,26371,541,29000,12,7847,1
68,21738,165,15411,36,21574,1
30,32252,42,10164,48,45014,1
50,38545,343,16182,48,52703,1
43,30435,308,16885,36,30058,1
51,42476,732,10299,36,40297,1
45,36794,410,5571,72,72912,0
57,36070,533,14242,36,36143,1
68,37402,422,4693,24,22536,1
41,16015,267,6409,24,9796,1
19,34152,131,11026,48,45504,1
28,46381,306,3597,48,67929,1
66,32384,480,5366,24,19810,1
52,23580,363,7744,72,44455,1
68,52679,460,15979,36,51486,0
42,39889,624,18067,12,11259,1
20,49653,718,9737,36,50079,1
20,63128,601,8891,24,45442,1
65,26272,2473,6693,24,4231,0
53,17862,131,12200,24,10247,0
54,27875,487,11941,12,10266,1
72,33909,1141,14803,60,40520,1
19,53701,251,9316,36,54700,1
28,16366,653,21657,24,9019,0
38,51344,369,17528,60,85737,0
53,50092,118,11558,60,90000,0
65,46827,771,25852,72,88945,1
31,93048,964,20881,36,90000,1
54,35177,108,16830,12,13753,0
74,26524,985,7907,48,25761,1
45,35271,625,19150,48,42383,1
74,122076,89,9775,36,90000,0
42,63775,380,18080,24,42132,1
31,56511,845,18856,60,90000,0
49,46551,529,20922,48,61492,1
27,33964,90,18315,48,46474,1
58,21477,721,18180,12,4104,0
62,27791,413,13094,36,26930,0
34,29698,213,19119,60,47730,1
67,48451,463,8925,24,32230,1
24,26627,254,45914,48,36869,1
41,43343,487,7242,72,84151,0
50,28543,1107,16895,36,22538,1
65,33949,371,9202,72,67037,0
64,73935,285,8471,48,90000,0
44,38880,322,7708,60,65611,1
55,60716,153,22412,36,67140,1
39,24110,508,22044,48,29323,0
35,45104,435,4844,36,46076,1
72,31612,486,8991,24,20033,1
73,43056,571,31222,36,42032,1
31,23337,680,7285,48,21851,1
47,66435,350,12898,36,68986,1
43,33048,410,18715,36,30219,1
21,30143,410,16440,36,26584,1
64,65195,1166,19549,36,60393,0
28,83012,1004,8823,36,77961,1
49,41932,156,28327,24,29057,1
51,85734,455,9854,36,89563,0
19,26774,614,6490,24,15497,1
36,33268,63,9889,36,35016,1
23,26504,442,9274,24,15019,0
58,32336,557,16198,12,11044,0
54,39907,551,70000,24,26900,0
28,28229,510,19343,36,28261,0
56,46018,202,9227,72,90000,1
36,47578,806,10409,48,60533,1
30,35276,257,5206,60,56424,1
55,22793,143,8652,24,16385,0
39,56213,344,10321,48,78276,1
74,70964,462,8385,24,47857,1
21,40480,739,8750,60,61983,1
75,35751,161,11832,24,22266,1
25,28866,359,6841,12,8862,1
26,41633,1079,17672,48,45296,1
40,30818,417,9180,12,11404,1
72,41386,187,7198,60,72182,1
41,42803,256,27436,24,32094,1
46,39035,585,6292,72,70805,0
73,40012,227,4634,36,41312,1
21,26130,323,7566,36,23619,0
23,42697,45,5692,36,46216,1
27,19404,407,28909,60,26742,0
23,25408,441,2907,48,30229,1
37,31739,625,6077,60,49533,0
69,49191,1098,15397,24,28079,1
30,18753,687,65531,60,23348,1
29,16845,336,9901,48,23947,1
38,49349,725,14158,24,30685,1
66,83774,94,13971,48,90000,1
66,25707,471,12558,36,22955,1
55,63150,981,14150,48,80590,1
41,17108,1119,9761,48,10196,1
74,20649,357,5401,12,7205,1
42,45445,140,4556,36,47423,1
31,15989,1160,12988,36,6841,0
61,33706,638,6466,36,28133,1
74,29614,123,22997,48,41066,1
24,15974,902,6054,36,3955,1
58,22682,350,10095,48,30815,1
67,25739,467,3906,36,21617,1
21,27404,134,8785,36,26463,1
33,26090,447,7236,24,17183,1
62,35917,566,11805,12,5393,0
27,26486,895,13636,24,14682,0
34,31613,207,8935,60,52599,1
46,26604,159,3862,48,34488,1
66,50397,458,18765,60,82483,0
59,30571,776,6533,12,7288,1
37,39003,542,11834,60,62029,0
26,54452,640,9821,60,90000,1
41,36796,782,8044,24,24532,1
38,43436,432,16671,48,56475,1
34,37637,248,17385,72,75894,1
46,27483,864,8311,36,21405,1
61,41260,586,6254,72,78031,1
60,36493,641,15667,24,21333,1
65,21830,508,7314,48,27485,1
47,27201,115,6542,12,10912,0
60,40106,158,2312,60,70931,0
67,58237,481,13375,48,78811,1
72,13683,621,6418,36,9372,1
21,37122,174,4044,48,50434,1
45,36379,61,4863,36,39358,1
57,22690,481,24988,24,12581,1
74,24327,575,14489,36,22487,1
64,50472,482,5006,36,51493,1
67,34409,92,3229,36,32870,1
24,43321,546,9428,36,39059,1
55,34588,685,19969,24,22383,1
28,48305,275,15623,36,50913,1
57,41606,559,3655,24,29985,1
61,24210,1612,3552,24,8262,1
74,44059,273,9381,48,60847,0
64,21274,389,2844,36,21532,1
71,42714,459,12973,36,43380,0
50,34234,89,10292,48,50500,1
50,35879,1110,5085,12,12135,1
57,38383,524,34981,36,38250,1
71,65828,285,7839,60,90000,1
28,39927,279,6140,60,65900,1
46,66484,684,6839,72,90000,1
31,39867,19,8122,12,15307,1
39,26413,409,20931,72,50064,1
33,22744,502,16469,12,7321,1
59,30623,443,2759,12,6210,0
32,43887,28,10542,24,32187,1
34,36874,144,8537,48,52244,1
58,20670,487,19365,12,6727,1
48,33736,399,3794,48,44150,1
71,38171,543,9576,36,34586,1
21,57150,409,5958,48,76977,1
57,53926,855,10386,36,48146,1
52,27200,1436,11852,36,18465,0
61,39337,36,16051,48,55335,1
44,68827,469,11330,60,90000,1
25,45935,528,12249,36,42290,1
71,25841,388,5885,48,31562,1
59,29145,693,24503,24,15201,1
48,22902,302,7297,24,14881,1
24,43252,548,21970,24,29639,1
35,60620,161,7110,60,90000,1
18,26617,262,6390,60,43871,1
26,69958,341,16179,24,48461,1
20,68174,544,9257,60,90000,1
21,41195,603,23742,60,66879,0
57,25358,337,12961,48,33316,1
62,29042,818,11468,12,8344,0
32,43367,384,2745,36,41766,1
53,26663,38,20621,60,47486,1
61,27404,767,10286,60,37884,1
30,40603,256,2200,48,54244,1
20,31599,762,55513,48,37738,1
37,68810,399,2388,24,46505,1
54,23452,1488,22042,48,15019,0
25,54312,237,9561,72,90000,1
22,52615,232,10503,36,55385,1
40,31166,356,2521,24,21399,1
67,44238,38,15383,36,48862,1
62,42931,308,8536,48,56967,1
74,52348,197,9299,36,55988,1
47,36933,157,7276,24,25359,1
60,58659,709,23059,36,56399,1
53,33609,399,11309,36,32362,1
44,13473,1916,5858,12,500,0
30,16148,179,8138,36,14783,1
21,22184,1072,6326,24,11308,1
34,36538,166,13655,48,49570,1
63,46379,965,8694,24,26647,1
56,26926,389,9283,36,25749,0
68,41924,166,4553,12,13645,1
37,59016,384,14698,12,17424,1
54,57602,436,5299,36,57577,1
35,76649,553,7367,36,75469,1
24,24947,437,10536,12,7996,1
31,26998,219,10450,60,46463,1
41,20070,511,14905,60,29578,1
60,55622,1142,10631,72,90000,1
24,18383,19,7187,24,14948,1
24,51193,694,3786,24,31158,0
74,25156,760,13092,36,14866,1
62,44400,263,8888,36,43827,1
51,58802,229,47864,24,39338,0
69,21541,1322,18819,60,20152,1
53,25303,1133,15715,48,21328,1
55,31150,187,17388,36,32490,1
23,39023,633,9689,60,60535,0
44,53648,462,10270,60,88264,1
21,38428,364,7194,24,23983,1
56,64312,342,14596,72,90000,1
75,56701,1082,8006,36,48970,0
28,32204,459,11264,60,50357,0
45,48915,983,2524,24,34350,0
20,21348,658,8184,60,27539,0
72,22205,829,13213,36,18593,0
51,57757,705,28312,24,32860,1
56,29834,776,12193,24,18866,1
60,36691,559,17502,72,69810,1
38,54880,331,9181,60,90000,1
62,50571,729,6485,72,90000,1
33,40887,367,9536,24,28425,1
43,33601,733,19582,36,29716,1
58,32788,587,10974,36,30271,1
54,26616,675,19771,72,44541,1
74,14934,709,5608,48,14965,1
47,43765,155,7735,72,90000,1
70,86944,404,7057,12,29369,1
19,43588,279,12552,36,42803,1
54,28066,510,6900,24,20614,1
19,50978,294,15640,36,52105,0
55,24825,266,12248,48,32978,1
27,48277,391,6287,36,45629,1
73,24530,1264,12568,48,19980,0
52,35517,445,18738,48,47107,1
71,35421,452,15514,36,34068,1
69,56988,512,5188,36,56990,1
43,62147,1204,4140,36,58270,1
56,19586,625,21821,36,19528,0
56,38243,219,19821,72,78083,1
42,23462,279,8075,24,12788,0
34,81995,273,7181,36,87115,1
31,27543,477,15217,60,40066,1
32,14227,1294,14905,24,759,0
50,34191,548,10592,72,62971,0
62,31243,212,6925,36,31291,1
68,21958,210,3556,60,38648,1
38,30021,264,3632,72,58258,1
30,17092,422,11599,36,17082,1
63,29223,561,8417,48,36732,1
53,38540,910,3348,36,30631,1
46,41604,300,8650,12,14658,1
22,23054,585,7483,36,19221,1
26,35768,416,13623,60,56025,0
62,14617,961,8798,60,9631,0
33,33061,155,6665,48,46668,1
29,38973,226,7320,36,40589,0
38,53355,745,14492,24,35532,1
40,70619,551,7677,36,69415,1
28,22788,165,7039,12,6067,1
33,39185,235,7581,12,12981,1
41,26243,468,18107,24,15861,1
19,32440,398,29099,72,58685,1
38,39589,229,19617,72,80120,1
61,37221,1226,20146,72,57722,1
36,32202,323,9493,48,41642,1
54,35108,190,7028,24,22670,1
18,18086,346,5822,36,20649,1
31,37553,964,5045,24,19893,1
51,59265,62,9413,48,87842,1
73,28909,277,10586,72,56002,1
52,30553,333,4977,36,30499,1
41,17686,238,6586,60,30142,1
65,23119,596,12192,36,16261,0
22,30485,792,7607,60,45391,1
47,27548,207,28404,48,36101,1
22,36126,887,11054,24,23139,1
26,42006,222,11575,48,57702,1
51,41203,432,18030,24,26097,1
20,14711,194,14456,48,15734,1
50,16815,410,11799,48,18892,0
62,31539,1499,5288,60,33322,1
22,44098,89,9278,24,28977,1
68,20695,330,7576,48,24714,0
68,28409,441,27073,24,13656,1
44,20438,902,12011,12,3411,0
25,30707,221,15846,48,45818,1
57,51336,293,8028,60,90000,1
36,28876,245,7682,48,39757,1
75,29369,311,16774,24,21433,1
34,34538,320,11045,60,56803,0
35,39257,651,13968,36,34470,1
40,35530,133,9124,60,61567,1
36,26703,945,8600,36,17577,1
24,36892,652,10232,60,57883,1
24,40306,374,5621,36,42190,1
73,56255,789,28713,48,69759,1
28,30163,956,7470,12,6737,0
19,27111,734,17091,48,28346,1
50,34931,708,13843,48,44803,1
61,32282,260,14913,36,31202,1
40,49073,770,23832,24,29957,1
48,30355,1117,11164,72,44187,1
50,57420,346,34803,24,41243,1
73,37911,1381,7196,36,31258,1
18,18571,298,26504,48,23005,1
45,56714,728,8355,12,17652,1
57,59822,424,9300,48,78869,1
50,43480,155,5964,36,43670,1
18,17202,909,5561,36,8035,1
21,83728,204,3944,36,89700,1
19,30628,181,14831,60,52581,1
45,24445,304,15272,48,31061,1
26,39358,620,34210,24,23423,1
69,28417,331,7472,36,28525,1
63,53839,746,8163,24,34565,1
34,35595,1388,14238,24,16077,1
31,39086,1194,5896,60,51010,1
71,36530,539,12438,36,33290,1
60,25251,45,1936,36,28248,1
25,20538,164,18182,36,18802,1
19,113239,161,23570,60,90000,0
30,37662,74,9294,48,54661,1
28,64963,325,7735,24,40114,1
26,24988,147,5371,24,17813,1
65,25227,880,13895,24,12825,1
24,32199,760,8154,36,28359,1
52,16985,978,22218,12,812,0
58,55748,1670,7170,36,43882,1
32,37859,457,6859,36,34436,1
42,58041,140,4572,60,90000,1
70,34416,1244,12932,48,34159,0
73,39055,388,10429,36,36361,1
69,31358,229,5164,60,54943,1
42,18949,780,17239,24,11850,0
38,81594,832,8583,48,90000,1
74,23193,1366,27733,36,12674,0
50,36457,658,15527,72,63874,1
45,28303,325,15759,24,18785,1
56,18972,81,15785,36,21346,1
37,49387,849,14348,48,59028,1
74,49899,249,20808,48,68650,1
44,83744,121,19109,36,90000,1
56,30141,506,28647,60,46737,0
19,40012,520,17439,24,28391,1
56,33695,909,5335,60,46408,1
63,65913,538,6299,72,90000,1
43,29296,75,13947,60,54969,1
61,38076,1581,10108,72,51978,1
57,82527,662,3525,72,90000,1
64,71365,499,31930,24,51007,1
66,52258,587,12320,60,85881,0
70,29554,306,8222,72,54744,1
36,39447,815,17860,48,45920,1
19,107042,224,6816,12,40620,1
19,37852,532,15888,36,35480,1
23,22708,59,14372,60,40928,1
20,46497,954,14635,12,16617,1
50,30002,160,13332,60,49236,0
63,28581,185,14059,12,7148,1
66,27473,321,36218,24,18275,1
75,24494,311,14690,36,21775,0
56,26800,760,16261,60,34073,1
36,26576,341,9212,48,33197,0
64,27680,348,5696,36,25824,0
36,56016,146,12009,12,20021,1
72,16810,150,25344,72,31972,0
28,28605,377,6313,24,17362,1
24,28596,145,12294,48,37989,1
56,36209,499,4092,60,54318,1
37,42325,489,15073,36,38272,1
18,29839,190,5872,36,31680,1
41,43548,597,8586,24,26612,1
73,24017,203,5533,36,22334,1
24,15342,794,11939,12,3571,1
28,40102,299,7396,60,67177,1
51,22529,582,11577,24,12556,1
20,47171,1047,8606,24,29896,1
22,22362,1039,22410,36,15894,0
46,67243,1497,12271,72,90000,0
53,37276,593,8347,36,35965,0
61,30021,354,10094,48,41137,0
65,51435,119,11445,36,52380,0
74,36893,715,3932,36,35971,0
50,52790,339,6131,24,36699,0
68,64171,365,5431,48,88962,1
46,19538,523,5329,48,21630,1
37,29578,538,21627,48,34761,1
24,55944,664,9262,72,90000,1
26,23657,667,14001,12,6078,1
40,13051,313,19616,24,9522,0
73,31381,809,8977,24,16278,1
27,51280,969,3160,60,77667,1
19,23685,587,7760,48,26627,0
27,28404,196,5007,60,48614,1
38,31820,300,9324,48,44623,1
60,30641,268,21332,60,49329,1
50,36035,409,6728,72,70936,1
71,54813,94,14803,60,90000,1
47,18429,186,10565,60,31324,1
47,32628,852,16769,36,27838,0
34,87549,530,22380,48,90000,1
75,34756,885,7816,24,18634,1
