age,annual_income,monthly_debt,avg_monthly_balance,overdraft_usage,approved
35,22371,251,1080,0.424,1
66,29397,574,1777,0.09,0
37,25756,490,1445,0.123,1
23,31224,439,-963,0.035,1
22,46521,397,2605,0.182,1
50,19102,1371,-274,0.096,0
25,26950,344,1005,0.0,1
36,33180,427,1060,0.061,1
38,27327,234,1861,0.373,1
66,23242,510,2471,0.588,1
61,18509,205,1094,0.065,1
47,17580,249,-36,0.22,0
48,68877,180,1947,0.29,1
66,28492,1153,1441,0.0,1
30,24385,125,236,0.2,1
19,60052,791,1972,0.347,1
72,18090,495,1286,0.061,1
32,27143,443,1392,0.439,1
19,34655,918,1006,0.067,0
72,25084,412,1190,0.341,1
68,30646,200,2691,0.09,1
46,29984,549,448,0.32,1
20,29491,138,1245,0.143,1
50,22630,1219,2364,0.389,1
49,22019,596,1136,0.12,1
18,24754,392,311,0.376,1
53,17045,1288,219,0.081,1
44,17399,365,19,0.335,0
34,12172,1003,1740,0.454,0
58,24153,408,2194,0.164,1
67,38206,108,1344,0.177,1
28,24911,239,2621,0.219,1
65,20856,35,874,0.24,1
32,15588,425,504,0.0,1
72,19056,1351,517,0.123,1
18,28039,1558,1413,0.262,1
56,14261,561,2279,0.122,1
44,49122,330,1550,0.481,1
52,58652,592,2592,0.115,1
18,18753,353,887,0.139,0
59,17237,600,-378,0.05,0
19,18224,392,920,0.243,1
33,17797,391,-1353,0.263,1
26,50224,639,2261,0.178,1
29,19205,178,1089,0.17,1
43,41727,1136,3342,0.065,1
71,19997,1455,638,0.175,0
57,33152,370,585,0.251,1
23,38056,879,1897,0.28,1
65,50598,372,2884,0.264,1
35,12002,287,-424,0.532,1
42,57516,196,2306,0.252,1
31,27565,133,-655,0.504,1
75,21963,713,2344,0.332,1
70,62214,148,1906,0.321,1
74,36506,318,2186,0.354,1
44,11126,401,959,0.071,1
69,25633,1192,-947,0.143,0
67,42730,899,2062,0.204,1
18,20891,368,503,0.255,1
39,32248,137,2234,0.548,1
32,47308,47,3178,0.223,1
59,28723,620,132,0.234,1
23,13608,250,911,0.033,1
50,29796,278,2630,0.36,1
75,46408,317,1071,0.184,1
61,42891,1411,3104,0.411,1
63,17407,116,958,0.136,1
48,41262,69,1767,0.102,1
47,30799,662,3172,0.44,1
48,21876,655,1694,0.31,0
63,16691,616,1180,0.088,1
62,32520,285,1047,0.201,1
38,42827,211,1020,0.188,1
38,22060,405,930,0.222,1
26,95875,120,2578,0.0,1
71,26252,211,1037,0.203,1
56,37527,224,246,0.034,1
71,24943,336,-549,0.107,1
20,36770,702,1359,0.197,1
22,15840,1103,472,0.357,0
35,30687,335,1965,0.181,1
65,11751,521,-317,0.234,1
20,16381,350,1126,0.459,1
38,16734,805,-453,0.267,0
32,34423,641,1102,0.0,0
26,37405,775,328,0.353,1
39,48499,407,3109,0.031,1
68,23196,749,1847,0.034,1
57,32836,766,3659,0.0,0
46,20553,144,1173,0.056,1
66,47826,379,2363,0.063,1
57,22987,779,1982,0.098,0
18,19654,276,0,0.043,1
50,28125,150,119,0.506,0
40,16086,729,636,0.265,1
29,34774,320,2160,0.264,1
21,35976,886,-528,0.253,1
61,55040,84,2725,0.052,1
53,25902,178,1225,0.13,1
28,27263,129,1788,0.238,1
58,17334,69,310,0.15,1
22,36993,293,902,0.051,1
52,23792,324,430,0.453,1
27,19714,288,627,0.002,1
25,19957,47,558,0.061,1
20,50156,212,1948,0.048,1
26,42231,839,2451,0.069,0
75,21200,538,341,0.037,0
58,21399,549,993,0.156,1
55,28480,626,1461,0.154,0
31,15300,84,69,0.116,1
23,41498,241,611,0.0,1
31,22880,1682,1216,0.258,0
19,30590,489,449,0.0,0
54,34745,383,-486,0.197,1
30,71518,624,1726,0.74,1
23,24194,693,1373,0.076,1
66,36252,358,1087,0.0,1
32,15735,500,1124,0.252,1
34,18002,213,2531,0.233,1
23,29901,332,1805,0.398,1
60,39037,431,2180,0.295,0
21,39198,643,1124,0.093,1
53,16489,78,1525,0.034,1
62,66182,1139,3620,0.115,1
51,35285,127,742,0.19,1
45,19242,176,2038,0.268,0
31,35863,356,2838,0.019,1
55,52290,576,2622,0.0,1
30,19765,408,834,0.106,1
26,26506,296,780,0.28,1
23,30153,264,2141,0.101,1
30,16167,351,894,0.074,1
64,24338,114,1972,0.095,1
69,27861,221,370,0.52,0
40,59686,140,636,0.344,1
20,23997,491,1377,0.231,1
38,31918,598,1346,0.081,1
63,17989,518,-202,0.452,0
27,43147,268,2597,0.0,0
44,41656,144,681,0.184,1
21,26838,136,-828,0.154,0
66,27325,501,1595,0.294,1
36,22962,484,151,0.099,1
35,18342,128,1749,0.009,1
22,25049,903,892,0.44,0
39,36412,133,862,0.103,1
33,30286,659,1747,0.409,1
68,20547,253,1829,0.423,1
21,57590,100,2599,0.252,0
57,15699,476,1197,0.093,1
18,16362,455,971,0.009,0
37,18320,444,1040,0.277,1
18,11659,695,1815,0.224,0
18,20942,241,1168,0.247,1
21,16857,497,852,0.263,1
21,65337,591,1556,0.213,1
29,23557,298,2236,0.51,1
63,31881,99,992,0.139,1
24,19909,330,770,0.301,1
67,35714,303,1519,0.129,1
22,19990,208,2394,0.13,1
69,30662,1089,1511,0.0,0
62,20801,935,792,0.318,0
35,53777,553,2027,0.038,1
24,38487,366,2353,0.27,1
20,36202,268,222,0.14,1
51,56874,294,1041,0.4,1
35,21133,886,259,0.107,1
42,25262,424,635,0.43,1
24,47006,772,946,0.138,1
25,22775,940,647,0.115,1
20,37981,540,1387,0.0,1
37,18946,339,1230,0.109,1
34,46456,234,2442,0.642,0
43,48656,62,469,0.389,1
20,31317,576,1081,0.697,1
55,39121,645,2282,0.142,1
21,20297,1958,1144,0.154,0
43,17479,562,1668,0.278,0
22,17641,689,2318,0.252,0
23,30800,1047,81,0.153,0
39,35257,664,2263,0.098,1
22,19927,297,1204,0.082,0
68,37856,323,1477,0.118,1
32,31766,738,849,0.018,1
75,32476,658,878,0.0,1
26,32156,502,2797,0.408,1
29,45709,316,1548,0.136,1
58,39301,473,2362,0.534,1
44,29718,744,-410,0.171,0
43,13324,173,2093,0.117,1
61,19398,337,1496,0.313,1
34,20504,249,3158,0.06,1
55,28749,126,2397,0.069,1
22,15594,380,240,0.0,1
43,27845,1063,174,0.205,0
24,42251,968,601,0.203,0
60,40034,294,491,0.33,1
70,17089,561,156,0.137,1
60,21131,720,2292,0.101,1
64,47061,414,1281,0.289,1
18,19411,596,947,0.086,1
62,73358,858,951,0.155,1
57,29338,1394,3064,0.216,1
35,42096,86,804,0.137,1
46,58930,246,1183,0.289,1
44,26353,363,1708,0.204,1
50,23052,318,1575,0.111,1
38,35341,377,-620,0.194,1
42,19779,799,2144,0.187,1
67,33547,433,2034,0.114,1
36,13126,279,2865,0.103,1
48,30395,1291,492,0.263,0
29,21184,459,1544,0.293,1
21,21655,282,3144,0.219,1
67,17661,265,496,0.04,1
21,21585,385,1773,0.045,0
54,43898,449,2020,0.258,1
63,9000,747,450,0.154,0
57,29692,680,-378,0.111,1
23,13785,1068,1695,0.42,1
55,57575,424,3756,0.0,1
69,35692,329,1600,0.056,1
50,17563,428,476,0.0,1
28,48657,106,1283,0.266,1
18,12506,185,241,0.0,1
22,21901,644,1216,0.089,0
25,24194,222,-266,0.218,0
49,19197,600,894,0.159,0
44,32770,513,1516,0.448,1
45,34493,598,2209,0.212,1
23,46148,496,2078,0.26,1
67,26043,579,1200,0.324,1
50,34529,162,1881,0.117,1
45,18512,533,2357,0.053,1
63,17096,220,-428,0.076,0
45,20639,379,-1500,0.306,1
56,57206,473,1823,0.307,1
29,18225,1312,39,0.071,0
73,28708,113,2185,0.113,1
29,36072,179,1449,0.676,1
38,9437,980,1446,0.214,0
33,27856,1776,1933,0.588,1
36,36256,165,-19,0.299,0
21,45327,291,2017,0.088,1
70,54061,306,1799,0.195,1
53,15311,232,298,0.086,1
46,24389,121,1137,0.086,1
20,28179,191,671,0.47,0
35,41114,140,2215,0.624,0
33,27297,538,963,0.18,1
69,21019,203,523,0.004,1
35,26483,315,1349,0.035,1
38,27948,963,704,0.02,1
33,24357,566,554,0.231,1
24,20401,621,1583,0.091,0
26,39492,217,2249,0.246,1
70,15403,682,1174,0.223,1
63,43217,557,2285,0.0,1
68,34409,66,1100,0.207,0
52,9000,528,-867,0.301,0
44,65512,109,3477,0.026,1
47,24668,205,1116,0.385,1
42,38073,75,1900,0.3,1
63,36956,112,728,0.018,1
30,18726,273,1013,0.001,0
57,29883,90,708,0.0,1
62,20044,1022,1126,0.086,1
18,24575,427,1354,0.045,1
29,13183,356,2202,0.169,1
47,34164,868,1498,0.124,1
73,20914,224,-1500,0.039,1
74,32574,329,1714,0.131,1
70,29743,111,1884,0.521,1
74,9380,398,1584,0.426,0
53,26445,752,1910,0.536,1
23,38465,814,-21,0.109,1
21,60678,1572,-146,0.589,1
59,21408,112,440,0.128,1
23,27988,878,1859,0.198,1
68,31451,910,751,0.066,1
30,18180,148,1528,0.099,1
50,21173,768,1414,0.448,1
43,22020,395,1947,0.277,1
51,23590,690,652,0.132,1
45,25858,237,1682,0.173,1
57,23194,270,747,0.134,1
68,25601,184,1513,0.277,1
41,20062,264,-134,0.4,0
19,13593,740,2281,0.347,1
28,14119,94,1271,0.42,1
66,14603,232,251,0.116,1
52,9000,265,1539,0.153,0
68,44064,682,1286,0.202,1
42,34073,446,902,0.14,0
20,35720,422,737,0.592,1
20,26990,353,-151,0.0,1
65,14757,740,1234,0.0,1
53,16897,148,914,0.121,1
54,18862,540,1079,0.179,1
72,22301,735,1248,0.135,1
19,29779,197,1106,0.239,1
28,15687,245,554,0.241,1
38,22902,51,340,0.106,1
53,16259,487,670,0.468,1
65,19704,192,1821,0.004,1
31,21003,283,644,0.042,1
54,37123,595,1349,0.0,1
74,22485,342,1186,0.059,0
45,33560,153,1448,0.369,1
74,31541,498,934,0.105,0
42,29214,806,410,0.408,0
31,24387,531,-1148,0.078,1
49,28175,209,3722,0.3,1
27,16156,318,-1500,0.532,1
58,30685,321,1982,0.402,1
62,35226,359,2663,0.476,1
34,17211,60,-133,0.211,1
67,20123,253,-768,0.368,0
24,13344,528,626,0.276,1
41,41189,568,252,0.59,0
50,22740,188,1306,0.184,1
65,26207,1339,-776,0.237,0
64,17054,314,1170,0.056,1
44,44373,546,42,0.233,0
55,29767,91,2725,0.096,1
39,21291,516,1561,0.29,1
35,11984,726,215,0.234,1
72,24984,213,972,0.187,0
73,19223,305,1515,0.047,1
31,23279,240,2011,0.303,1
47,65838,268,2767,0.442,1
43,32733,365,1273,0.071,1
21,22756,532,800,0.122,1
64,13864,243,1918,0.173,1
28,36147,250,1188,0.478,1
49,33770,271,1471,0.091,1
51,11378,1161,-517,0.35,0
19,17598,65,50,0.425,0
36,14973,330,1949,0.09,1
23,14835,188,158,0.202,1
58,27408,305,-550,0.009,1
54,20190,1002,2831,0.0,1
28,9638,201,1612,0.066,1
56,35480,613,2316,0.116,1
36,23750,309,1082,0.246,1
30,32879,603,902,0.172,1
55,19156,88,2131,0.119,1
39,102786,137,1329,0.218,1
74,9000,294,-615,0.075,0
21,49140,581,1872,0.199,1
75,33648,853,-130,0.212,0
25,24005,183,1075,0.117,1
26,17146,747,1150,0.052,1
40,30934,273,1403,0.036,1
72,20967,924,160,0.065,0
41,31597,1260,2694,0.17,0
46,37167,261,2549,0.387,1
73,31431,199,1528,0.694,1
21,42837,36,1252,0.388,1
23,89292,189,1420,0.248,1
27,33069,396,2031,0.294,0
23,19769,159,1693,0.118,1
37,26971,1296,167,0.111,1
69,10699,30,2055,0.464,1
30,41046,726,664,0.099,0
29,14178,258,965,0.0,1
38,25220,621,662,0.359,1
66,29686,171,2804,0.532,1
66,25101,345,743,0.125,1
55,16325,116,711,0.361,1
41,23948,342,1879,0.0,1
74,24507,324,2215,0.041,1
42,15986,267,1209,0.513,1
31,22847,585,2034,0.554,0
61,24577,314,1621,0.273,1
74,73182,327,3807,0.851,1
24,25107,176,333,0.203,0
58,25065,691,2524,0.391,1
67,34987,1103,-147,0.094,1
21,15358,867,954,0.0,0
33,49571,466,2285,0.097,1
62,28288,483,1017,0.088,1
27,27049,1343,2795,0.173,1
34,36448,324,3343,0.243,1
46,12661,1077,246,0.132,1
66,53813,164,1314,0.106,1
59,34080,414,2140,0.246,1
37,28571,152,2221,0.576,1
26,15576,466,2048,0.419,0
41,36330,90,2298,0.408,1
38,16893,200,622,0.322,1
34,13977,505,1579,0.282,1
46,9000,136,354,0.111,1
61,26420,974,836,0.0,1
60,22232,1045,141,0.337,0
65,15767,312,216,0.169,0
47,18995,227,2122,0.153,1
60,31773,1178,1714,0.685,1
67,24437,34,-595,0.356,1
72,27857,274,-1,0.15,1
21,37018,22,1066,0.479,1
45,24530,271,1184,0.409,1
57,22201,352,1260,0.233,1
74,12822,726,799,0.293,1
64,40674,326,3147,0.0,1
67,51293,25,1072,0.096,1
24,20492,256,1354,0.283,1
55,29797,688,-700,0.233,1
28,16580,17,645,0.145,1
57,21329,402,-42,0.061,1
61,15230,170,1033,0.205,1
74,28576,70,705,0.426,1
64,37727,531,2933,0.405,1
71,40443,691,967,0.0,1
50,35753,501,1571,0.135,1
50,18165,96,1982,0.08,1
57,18506,668,-7,0.042,1
71,37295,434,3085,0.0,1
28,95706,580,2768,0.177,1
46,20616,1719,-187,0.518,1
31,46957,1308,890,0.133,1
39,29286,253,1782,0.13,0
33,14255,333,1178,0.22,1
59,28084,740,2492,0.112,1
32,22678,259,1413,0.133,1
34,32958,534,632,0.193,1
58,24132,464,1848,0.228,1
48,32387,241,-641,0.377,1
71,22606,672,783,0.192,1
21,21577,170,952,0.335,1
57,24160,414,-570,0.381,0
52,26382,211,1506,0.165,1
61,12069,328,1580,0.016,0
44,14730,324,1084,0.269,1
25,9000,249,380,0.179,1
71,18464,119,219,0.311,1
59,36563,398,1045,0.342,1
48,59162,276,2805,0.547,1
24,28072,1015,2301,0.107,0
35,24627,469,1202,0.151,0
18,50787,606,2338,0.15,1
26,13899,292,1377,0.11,1
20,16910,623,824,0.0,0
21,43347,462,1943,0.208,1
57,22613,209,3096,0.187,1
62,52549,263,1695,0.063,1
32,13929,700,-233,0.529,1
53,42794,212,1500,0.442,0
61,42472,468,2491,0.275,1
30,19566,240,452,0.244,1
20,25741,487,1151,0.138,1
37,25225,136,1155,0.203,1
54,38840,317,2091,0.276,0
25,19781,477,1069,0.116,0
22,51838,342,641,0.001,1
40,25974,856,103,0.089,1
67,39762,248,77,0.263,1
62,23815,272,449,0.001,1
74,15169,123,495,0.442,0
47,38158,175,2191,0.301,1
60,38183,1425,1157,0.123,0
53,20119,106,1869,0.208,1
44,48069,365,2277,0.365,1
30,20275,1338,396,0.066,0
21,55062,376,960,0.202,0
34,30231,646,299,0.111,1
63,15254,117,1981,0.129,1
56,20661,854,1181,0.196,1
68,27347,420,1541,0.0,1
37,21451,416,208,0.154,1
54,22225,339,587,0.101,1
35,18185,795,1449,0.092,1
24,59600,313,2252,0.058,1
31,23038,672,-263,0.188,0
41,18303,145,1231,0.03,1
60,18455,264,1144,0.207,1
24,17656,279,2037,0.121,0
24,17806,839,2024,0.208,1
74,85423,408,1969,0.187,1
62,20683,208,942,0.142,1
51,25846,1360,420,0.126,1
69,12234,383,581,0.363,1
53,31188,825,601,0.012,1
55,19422,219,-1040,0.367,1
23,17530,189,1106,0.088,1
44,15614,218,1458,0.073,1
21,37191,795,600,0.232,1
56,30839,610,410,0.404,1
75,31400,457,1564,0.051,0
28,18185,538,-662,0.224,0
45,27080,621,1536,0.076,1
20,23056,595,1787,0.258,1
72,9000,165,1581,0.0,1
51,77118,143,2037,0.412,1
56,44072,599,-323,0.274,1
60,19768,171,-297,0.258,1
38,17656,4,1019,0.095,1
62,32502,828,2047,0.187,1
33,17638,381,1592,0.1,1
43,13411,867,-276,0.205,0
58,23308,1520,247,0.0,1
54,34872,512,1652,0.324,0
74,27235,1072,782,0.656,1
47,34789,443,1145,0.589,0
70,42997,283,244,0.152,1
19,22076,648,1498,0.308,0
54,16947,422,1205,0.147,1
19,19633,230,138,0.135,1
55,24301,112,1354,0.404,1
27,43827,632,1329,0.128,1
73,22497,536,683,0.042,1
52,10190,327,1518,0.328,0
71,57224,33,1743,0.252,1
69,18535,456,1362,0.218,0
43,28791,124,2064,0.152,1
56,23518,495,2039,0.179,1
56,24986,277,431,0.644,1
42,28078,51,1337,0.095,0
34,31386,294,2718,0.453,1
31,29405,360,2373,0.116,1
32,17259,233,-113,0.158,0
50,32101,547,132,0.403,1
62,24913,360,3230,0.51,1
68,11508,132,865,0.017,0
38,9886,648,1212,0.569,1
30,35945,451,1436,0.112,1
63,22494,284,1137,0.096,1
53,18846,612,867,0.182,1
46,36667,88,2659,0.264,1
22,26996,754,2149,0.404,1
26,24120,115,1693,0.264,1
62,28072,522,954,0.099,1
33,36555,254,1025,0.382,1
29,30198,197,607,0.395,1
38,25293,252,1535,0.367,1
40,21974,107,1185,0.15,1
28,36984,404,308,0.596,1
33,18641,916,2375,0.167,1
41,42527,405,1327,0.394,1
19,17780,234,1734,0.285,1
38,42187,64,1240,0.205,1
61,10368,988,1473,0.336,0
36,15971,375,986,0.212,1
54,24766,816,1570,0.4,1
18,28373,623,1174,0.625,1
31,21789,495,509,0.123,1
51,46361,940,1475,0.295,0
73,59829,648,2044,0.061,1
52,11765,282,835,0.515,1
41,55532,977,1234,0.27,1
65,113992,615,2546,0.197,1
22,26674,410,1574,0.432,1
47,42831,399,-182,0.368,0
22,29183,313,2681,0.47,1
26,27745,217,1732,0.233,1
51,109806,276,3981,0.204,1
20,41508,79,1112,0.229,1
50,36868,139,-304,0.0,1
62,20069,347,557,0.175,1
22,28829,967,-329,0.1,1
68,41694,321,2458,0.356,1
68,54600,764,1213,0.246,1
44,33805,224,2481,0.393,1
25,17694,363,-47,0.402,1
57,29216,168,1550,0.043,1
36,22325,340,267,0.09,1
75,35494,397,1421,0.032,1
34,26397,331,691,0.252,1
35,29939,195,961,0.284,1
40,21104,747,572,0.201,1
36,49658,591,1171,0.103,1
24,16562,576,137,0.071,1
24,13182,283,2260,0.246,1
73,43528,33,1154,0.164,1
28,19492,290,25,0.36,1
19,19093,146,-106,0.207,1
50,57623,1196,1583,0.733,0
61,33428,657,1459,0.321,1
40,16755,147,-48,0.602,1
48,27231,116,1258,0.145,1
50,41611,508,-242,0.058,1
73,28402,749,3101,0.161,1
18,13870,2100,788,0.306,0
45,36527,642,453,0.012,1
57,19757,396,2678,0.654,1
50,35533,250,1764,0.048,1
18,55084,835,730,0.15,0
21,52285,240,1083,0.423,0
19,34470,158,1635,0.148,1
45,37955,85,2391,0.182,1
26,78707,192,1181,0.234,1
69,57962,248,1877,0.091,0
63,30678,898,196,0.233,1
34,19729,730,737,0.081,0
31,34343,84,1966,0.113,0
71,26495,457,779,0.497,1
60,48448,96,1520,0.499,1
25,11466,92,766,0.193,1
19,29558,52,1898,0.06,1
30,23033,677,-55,0.066,1
28,23590,425,261,0.391,1
26,21954,528,-650,0.076,1
65,31110,1059,762,0.13,0
24,29175,830,2563,0.279,0
52,45053,115,501,0.031,1
58,23804,77,-180,0.203,1
32,62532,1816,115,0.271,0
42,46963,324,293,0.129,1
70,29412,270,1947,0.098,1
73,41391,87,1619,0.088,0
69,9411,457,-416,0.091,1
42,52983,413,6,0.131,1
38,14449,935,458,0.054,0
74,17181,941,906,0.255,0
50,22816,256,2937,0.164,1
45,27885,1094,-966,0.399,1
56,17202,628,1332,0.043,1
37,39863,267,1598,0.097,1
74,32540,607,1876,0.002,1
44,10625,781,1406,0.111,0
56,11217,345,948,0.048,1
19,11079,250,1146,0.234,1
56,14824,57,1996,0.096,1
63,32666,158,2172,0.124,1
43,17129,307,2511,0.102,1
61,20154,951,214,0.275,1
57,28514,258,1804,0.0,1
64,23023,444,1242,0.141,1
66,27799,515,1991,0.047,0
70,47553,533,1776,0.082,1
36,31995,11,1208,0.448,1
19,17186,859,-1186,0.08,1
19,25683,337,1049,0.123,1
23,36450,23,3096,0.638,1
20,18796,858,727,0.03,0
50,28967,250,546,0.276,1
63,12318,553,1620,0.465,1
66,20981,1116,-723,0.09,1
75,23623,236,829,0.026,1
56,39742,314,2821,0.419,1
36,47578,460,440,0.042,1
64,22259,391,573,0.141,1
36,27800,437,1002,0.034,0
72,36613,239,1893,0.073,0
28,71846,604,2139,0.62,1
24,22403,1215,-21,0.217,0
56,57069,334,1593,0.144,1
37,20796,657,584,0.07,1
18,32896,442,983,0.194,1
41,28530,715,2061,0.372,1
73,51826,506,1126,0.174,1
24,23250,563,1692,0.314,0
28,15779,121,1454,0.0,1
51,47470,572,1919,0.17,1
20,31719,290,2526,0.044,1
22,32790,994,-124,0.126,0
46,12738,443,1911,0.329,1
53,38251,655,1653,0.146,0
61,17919,220,1199,0.434,0
65,15456,1019,2693,0.435,1
74,12946,605,-1400,0.143,0
50,16495,571,1107,0.113,1
68,35527,324,121,0.159,0
46,22632,628,1457,0.017,1
37,33410,356,1103,0.225,1
24,36518,994,-363,0.112,1
26,29635,123,1679,0.48,1
40,32474,427,620,0.479,1
73,14483,230,2377,0.379,1
27,16541,221,2146,0.267,1
19,44535,245,3504,0.672,1
27,58236,400,929,0.211,0
38,22145,331,549,0.076,1
60,37023,259,944,0.113,1
50,42860,215,1827,0.315,1
71,17718,445,1725,0.394,1
47,22744,302,772,0.131,0
47,47549,93,1605,0.077,1
34,32525,342,2997,0.396,1
75,21616,438,803,0.306,1
26,24780,163,944,0.339,1
18,26832,427,1812,0.292,1
47,30230,396,1508,0.6,1
28,29546,428,533,0.356,1
23,34626,392,361,0.154,1
45,26210,180,880,0.116,1
41,68474,637,2534,0.233,1
64,27633,711,2448,0.674,1
48,13182,403,1802,0.032,0
43,40692,683,613,0.046,1
40,25477,57,1710,0.399,1
75,23328,676,1539,0.186,0
57,17145,575,1845,0.363,1
40,53998,1174,2355,0.165,1
35,23488,280,480,0.574,1
74,43835,596,2647,0.214,1
21,32401,434,-71,0.514,1
53,85641,660,1274,0.237,1
49,13113,94,1906,0.525,1
27,19752,586,1480,0.296,0
67,43942,320,1803,0.284,0
34,25094,2042,-674,0.029,0
56,24455,581,1663,0.167,1
36,23758,758,135,0.144,0
42,48107,446,2939,0.33,1
42,18550,445,1600,0.031,1
53,31970,168,2308,0.096,1
36,23078,511,305,0.327,1
30,32363,158,2177,0.161,1
28,23439,200,3459,0.123,1
21,17676,178,1789,0.15,1
25,34728,482,1140,0.391,1
44,9281,548,294,0.086,1
51,20400,868,1129,0.259,1
44,35934,705,1049,0.239,1
56,33453,556,920,0.034,0
18,24158,27,1547,0.135,1
74,18982,956,-269,0.681,1
43,72543,449,2018,0.116,1
18,29035,100,372,0.025,1
28,20777,725,2170,0.233,0
34,16858,790,-587,0.359,0
73,41627,1078,322,0.378,0
43,10792,267,705,0.272,0
24,48426,73,2513,0.277,1
22,33479,472,1216,0.16,1
63,46043,458,809,0.097,1
54,18335,482,1320,0.477,0
20,43661,658,3008,0.143,1
45,25854,158,1941,0.246,1
64,32311,89,1907,0.102,1
56,33177,365,1802,0.0,1
21,22461,103,2222,0.136,1
61,14585,494,805,0.222,1
56,23604,1214,858,0.0,1
21,21263,83,1530,0.554,1
40,19278,448,1261,0.386,1
37,38128,283,856,0.195,0
43,18716,429,356,0.198,0
29,111525,439,3523,0.012,1
29,35714,1092,1680,0.767,1
23,45964,1652,-146,0.313,0
23,30921,405,465,0.209,1
71,65123,413,2460,0.192,1
18,23403,195,999,0.215,1
31,19959,394,1240,0.26,0
32,32089,460,1949,0.015,1
29,33440,372,476,0.14,1
27,23040,539,2208,0.211,1
29,11370,655,735,0.431,0
53,28945,335,2067,0.093,1
21,15674,1147,-163,0.298,0
30,21528,565,408,0.596,0
68,29668,97,2075,0.115,1
23,33385,517,430,0.117,1
60,16592,977,579,0.109,1
22,16262,128,457,0.008,1
26,18075,884,-349,0.23,0
50,27305,379,1455,0.299,1
51,53281,145,914,0.044,1
43,18220,147,1417,0.086,1
66,30828,635,-1218,0.251,0
49,28559,199,814,0.082,1
53,28842,15,2315,0.166,1
44,34831,254,410,0.214,1
52,45063,128,3058,0.296,1
72,21709,28,512,0.238,1
62,38569,752,2447,0.535,1
36,23110,29,2402,0.238,1
61,29331,333,545,0.105,1
37,14363,443,685,0.183,1
31,16663,155,-198,0.0,1
46,18699,405,865,0.007,1
26,11838,378,792,0.227,1
58,35286,1081,1119,0.129,1
67,43923,545,1055,0.367,1
21,16927,838,-440,0.165,1
45,18886,473,287,0.065,1
29,22413,999,-491,0.279,1
18,40328,1033,2039,0.454,1
37,49729,513,297,0.395,1
72,31885,360,515,0.132,1
41,32804,761,1718,0.132,1
46,42882,791,2423,0.587,0
19,23743,496,1298,0.266,1
24,38499,496,1296,0.145,1
22,48371,120,2631,0.445,1
56,33455,118,778,0.333,1
41,36250,343,2568,0.503,1
32,31497,232,-980,0.678,1
66,40237,184,181,0.348,1
66,21236,281,1471,0.094,1
39,32421,53,39,0.088,1
53,39597,1059,1495,0.579,1
24,19493,377,529,0.103,1
26,21293,134,2317,0.323,1
32,31087,214,1808,0.102,1
26,17533,654,2010,0.167,0
70,73373,74,2840,0.12,1
22,16854,613,922,0.036,1
72,19030,858,612,0.092,1
70,24343,319,3958,0.121,1
52,27987,578,1976,0.285,1
40,14307,424,-500,0.174,1
23,12743,447,1106,0.128,1
40,57723,609,545,0.468,1
73,30970,233,2338,0.111,1
31,72412,413,2141,0.001,1
66,36922,198,1146,0.234,1
48,19148,743,1888,0.203,1
33,55599,120,2648,0.481,1
52,24371,370,489,0.152,1
51,13790,92,2077,0.065,1
51,11348,53,801,0.499,1
52,35218,281,1278,0.589,1
67,20709,327,-65,0.65,1
66,13419,372,50,0.153,1
75,21777,706,2163,0.116,0
24,16092,482,1180,0.36,0
74,21322,793,1722,0.377,1
22,15966,450,1509,0.353,1
30,15255,33,1403,0.093,1
60,15504,385,-7,0.5,0
62,32696,464,1037,0.0,1
66,18145,277,2082,0.373,1
35,31597,496,2928,0.0,1
71,19423,509,-443,0.28,1
75,60469,603,721,0.542,0
58,19587,193,1311,0.148,1
23,37513,636,1052,0.287,1
21,40090,710,190,0.043,1
24,21872,945,707,0.214,1
74,22238,289,1254,0.11,1
40,45764,744,-310,0.239,0
74,50864,603,2368,0.451,0
19,24717,183,-369,0.0,1
30,32713,693,1880,0.407,0
43,29471,151,2012,0.0,1
24,23544,621,1468,0.163,1
48,33348,499,1060,0.319,0
40,54047,667,1158,0.092,1
24,18167,374,698,0.631,1
20,20905,85,1839,0.054,1
31,19521,1081,1568,0.007,1
50,14978,59,56,0.382,1
51,20803,343,1130,0.184,1
61,16825,482,1641,0.42,1
41,38467,758,2138,0.272,1
48,10235,357,603,0.39,1
59,37634,280,1997,0.308,1
22,29228,468,1243,0.265,1
33,14830,129,1202,0.273,0
36,35691,462,521,0.193,1
27,30635,271,428,0.207,1
30,25791,244,1050,0.414,1
42,32943,83,1980,0.011,1
52,69573,584,2703,0.264,1
27,62567,652,3038,0.356,1
41,29859,703,1861,0.177,1
18,20548,553,795,0.539,1
19,22417,616,-174,0.057,0
27,24520,582,1357,0.026,1
35,20944,400,-1186,0.1,1
69,22889,202,297,0.281,1
35,18843,386,2508,0.183,0
43,23322,214,673,0.045,1
67,24516,335,-248,0.057,1
60,22589,150,1630,0.009,1
20,38579,252,2181,0.32,1
53,18473,279,978,0.2,1
25,12152,298,1599,0.236,1
50,23533,521,2461,0.253,1
51,36319,698,1785,0.297,0
28,25086,724,-172,0.251,1
18,10560,341,24,0.154,0
57,21818,1456,-901,0.133,1
21,22598,571,2555,0.203,1
29,14708,604,1395,0.237,0
24,14610,892,1007,0.124,1
38,20496,479,-236,0.026,0
49,15385,130,303,0.601,1
