age,annual_income,monthly_debt,property_price,deposit_amount,requested_loan,mortgage_term_years,ltv,max_borrow_amount,risk_band,approved
71,26434,414,234083,22398,211685,25,90.4,91984,High,0
21,29196,36,168386,42374,126012,20,74.8,131851,Low,1
26,27362,159,120685,43225,77460,25,64.2,106624,Low,1
65,23439,334,134321,34402,99919,30,74.4,101591,Low,0
26,32368,11,245926,21187,224739,25,91.4,139635,Medium,0
62,39807,1011,153873,52951,100922,15,65.6,174563,Low,1
42,48852,374,185990,14327,171663,25,92.3,224966,Low,1
20,69202,385,160259,17320,142939,20,89.2,284780,Low,1
30,27716,1246,240471,66260,174211,30,72.4,117050,High,1
46,64621,924,144262,30401,113861,15,78.9,309187,Low,1
36,68586,342,305252,40504,264748,20,86.7,306526,Low,1
58,42302,956,293744,38117,255627,20,87.0,215573,High,1
45,25404,165,120000,15415,104585,25,87.2,102876,Low,1
74,28690,1169,154821,15435,139386,25,90.0,94117,High,0
23,30609,1080,260148,59201,200947,30,77.2,87990,High,1
51,81862,666,148894,32592,116302,25,78.1,333571,Low,1
31,44801,1072,292499,62807,229692,30,78.5,178765,Medium,0
46,39856,633,280119,25252,254867,20,91.0,157472,High,0
18,26207,1784,123202,26395,96807,20,78.6,109421,High,0
32,31782,884,170678,59637,111041,25,65.1,128766,Low,1
33,72171,236,294782,127361,167421,25,56.8,296621,Low,1
56,34397,826,219296,16582,202714,30,92.4,152372,High,0
67,51620,534,176300,67962,108338,25,61.5,255287,Low,1
49,25484,892,135878,18874,117004,25,86.1,111701,Medium,1
21,50378,580,143780,48356,95424,25,66.4,234815,Low,1
56,53861,1143,211517,44573,166944,30,78.9,218359,Low,1
46,33182,64,227512,45728,181784,30,79.9,138335,Medium,0
20,20800,1295,323567,48097,275470,30,85.1,80453,High,1
51,42694,770,223331,40561,182770,25,81.8,198107,Medium,1
18,30082,165,154871,15693,139178,25,89.9,127602,Low,1
64,26707,789,182624,14934,167690,25,91.8,101846,High,0
68,37633,459,172114,29226,142888,30,83.0,162244,Low,1
66,94155,527,322990,27574,295416,30,91.5,511545,Low,1
52,38671,947,185475,36021,149454,20,80.6,187958,Low,1
58,26557,664,338662,37033,301629,25,89.1,101960,High,0
24,47311,121,187880,48291,139589,20,74.3,218882,Low,1
19,19174,238,203171,39740,163431,15,80.4,79271,Medium,0
27,42131,596,234759,50183,184576,20,78.6,220921,Low,1
21,44153,481,208325,22589,185736,30,89.2,179139,Medium,0
46,41097,733,327351,75021,252330,20,77.1,186541,Medium,0
37,39034,74,283149,32659,250490,20,88.5,181739,Medium,0
46,28383,303,263555,56646,206909,25,78.5,126174,Medium,0
21,14000,343,171274,21095,150179,30,87.7,68302,High,0
64,57310,409,176164,25589,150575,15,85.5,228665,Low,1
61,34191,259,259807,55714,204093,30,78.6,133674,Medium,0
71,49734,283,182151,16461,165690,20,91.0,161876,Medium,1
51,56917,372,166998,23411,143587,25,86.0,213643,Low,1
68,44127,823,197837,29565,168272,25,85.1,227657,Low,1
28,38457,308,360060,77707,282353,25,78.4,114807,Medium,0
31,22598,1,187219,37239,149980,20,80.1,89014,Low,1
31,33071,268,318293,32109,286184,25,89.9,112327,High,0
61,32946,909,154536,40910,113626,30,73.5,156925,Low,1
61,33946,368,258699,54176,204523,30,79.1,123682,Medium,1
46,104994,914,180316,17726,162590,30,90.2,414263,Low,1
19,19608,503,148401,19423,128978,25,86.9,89773,High,0
18,50214,1061,292435,61541,230894,25,79.0,229583,Low,1
47,35106,415,191913,42188,149725,30,78.0,131868,Medium,0
65,26887,1084,303974,49455,254519,30,83.7,84047,High,0
24,29916,834,219038,20779,198259,25,90.5,89720,High,1
59,26471,859,184600,19413,165187,25,89.5,112936,High,0
70,35133,534,183674,40880,142794,30,77.7,130515,Medium,1
19,14971,761,214476,24606,189870,25,88.5,47624,High,0
61,27502,458,238352,33443,204909,30,86.0,132226,High,0
38,43307,382,201788,39340,162448,25,80.5,140206,Low,0
25,21097,0,364678,47134,317544,20,87.1,88292,High,0
42,30999,421,213811,39696,174115,30,81.4,132318,Medium,0
74,53916,406,240289,54921,185368,30,77.1,237386,Low,1
29,51626,1169,164333,25087,139246,15,84.7,245270,Low,1
35,36272,1366,120000,9565,110435,25,92.0,149509,Medium,1
41,35953,262,192347,39514,152833,25,79.5,152934,Low,1
34,23256,302,195613,28340,167273,25,85.5,98862,Medium,1
37,38643,1010,202929,65674,137255,20,67.6,161974,Low,1
50,65754,221,170564,34577,135987,20,79.7,282424,Low,1
65,42820,271,199408,53992,145416,25,72.9,166177,Low,1
27,33958,221,139745,16025,123720,25,88.5,115473,Low,1
48,18907,391,210811,37016,173795,25,82.4,60454,High,1
50,31609,312,120000,34765,85235,35,71.0,105798,Low,1
47,34669,1074,120000,12128,107872,30,89.9,143723,Medium,1
38,42877,1146,162355,25141,137214,30,84.5,160129,Medium,1
68,34925,268,311075,61866,249209,20,80.1,158330,Medium,1
33,39402,156,225040,47920,177120,30,78.7,169798,Low,1
63,27868,476,228888,32201,196687,20,85.9,119587,High,0
22,52943,226,245545,21714,223831,25,91.2,253452,Low,1
70,30142,1768,301137,69815,231322,35,76.8,122392,High,0
54,27391,696,169610,32292,137318,25,81.0,108714,High,0
50,53167,938,250119,28697,221422,20,88.5,247692,Low,1
27,35900,693,268136,28539,239597,35,89.4,165235,High,0
32,40725,558,149005,13470,135535,20,91.0,150840,Low,1
69,61271,1875,246662,16351,230311,30,93.4,287314,Medium,1
22,39307,1249,291583,65325,226258,20,77.6,174901,Medium,1
57,21043,822,261500,47328,214172,25,81.9,58220,High,1
38,47585,528,278267,79785,198482,15,71.3,198836,Low,1
26,15969,835,130922,29945,100977,20,77.1,73797,High,0
23,51362,555,203904,39515,164389,25,80.6,210023,Low,0
26,39032,728,182770,24044,158726,35,86.8,173977,Medium,1
49,59934,102,233405,59920,173485,30,74.3,258437,Low,1
75,46448,310,225575,48910,176665,25,78.3,233388,Low,1
59,39698,894,202511,31366,171145,25,84.5,184892,Medium,0
18,55385,1286,135362,18468,116894,30,86.4,256050,Low,1
55,25110,409,270441,26652,243789,15,90.1,99692,High,1
49,28755,288,153332,23875,129457,25,84.4,125480,Low,1
22,29785,1346,171539,37085,134454,20,78.4,113467,High,1
30,44326,139,258816,57994,200822,30,77.6,201788,Low,1
31,86235,239,167036,43686,123350,30,73.8,342822,Low,1
48,20506,367,181988,30207,151781,20,83.4,86309,Medium,1
30,51891,262,260896,49013,211883,30,81.2,233439,Low,1
59,32545,208,120000,20008,99992,20,83.3,137292,Low,1
68,43264,409,164611,29029,135582,35,82.4,182864,Low,1
65,29961,202,201471,42793,158678,35,78.8,138847,Medium,1
58,30235,535,304453,17425,287028,25,94.3,100812,High,0
65,29754,240,168226,23861,144365,25,85.8,135045,Medium,1
39,42487,998,192873,56910,135963,25,70.5,199920,Low,1
39,47358,680,138176,18806,119370,25,86.4,224293,Low,1
53,30708,104,270056,81975,188081,25,69.6,122077,Low,0
35,25832,1033,337859,36009,301850,25,89.3,99623,High,0
41,25830,308,413790,57737,356053,30,86.0,111918,High,1
19,16605,204,222458,20139,202319,20,90.9,58885,High,0
50,33342,441,381715,105651,276064,15,72.3,135270,Medium,1
29,38502,549,259988,25614,234374,30,90.1,156570,High,1
67,46509,277,182284,17310,164974,20,90.5,182852,Low,1
66,39052,378,361142,41340,319802,20,88.6,108860,High,0
43,53961,867,237343,30608,206735,25,87.1,205699,Medium,0
40,40708,162,229932,57448,172484,30,75.0,175311,Low,1
23,55590,818,176145,25905,150240,30,85.3,253266,Low,1
42,117393,624,216980,38363,178617,15,82.3,582426,Low,1
43,36283,123,180606,25993,154613,35,85.6,154330,Medium,1
37,114378,150,162092,44628,117464,15,72.5,500281,Low,1
24,21247,716,242763,39095,203668,25,83.9,96512,High,0
31,54577,506,220766,59741,161025,20,72.9,177444,Low,1
40,26583,762,180759,35880,144879,35,80.2,91719,High,0
38,52362,300,370505,29271,341234,30,92.1,202102,High,0
65,19725,448,278640,63789,214851,25,77.1,72170,High,0
61,27753,567,265358,77538,187820,30,70.8,109093,Medium,1
37,27052,521,204372,34296,170076,20,83.2,133096,Medium,0
61,31780,747,242724,63354,179370,25,73.9,163680,Medium,1
30,27307,28,209958,40139,169819,30,80.9,120409,Low,1
74,33363,289,299603,34535,265068,20,88.5,134904,High,0
22,75413,156,349470,35250,314220,30,89.9,346926,Low,1
68,23318,296,120000,29280,90720,35,75.6,94468,Low,1
27,25461,366,358886,27110,331776,30,92.4,109687,High,0
46,46816,240,147813,41126,106687,25,72.2,173620,Low,1
24,62779,308,275990,26431,249559,20,90.4,303140,Low,1
56,30637,134,288681,24901,263780,35,91.4,132898,High,1
58,34077,388,223043,57358,165685,25,74.3,167110,Low,1
39,27755,209,151185,15610,135575,25,89.7,108553,Medium,1
28,19124,430,205365,33408,171957,25,83.7,89584,High,1
27,79151,997,269497,18800,250697,25,93.0,365200,Low,1
34,41481,195,187862,57372,130490,25,69.5,161163,Low,1
62,33872,434,246309,110194,136115,25,55.3,126156,Low,1
70,33783,158,180109,20393,159716,25,88.7,167436,Low,1
18,33704,275,120000,18485,101515,15,84.6,122590,Low,1
63,67124,440,136653,14365,122288,35,89.5,330714,Low,1
48,31168,712,221320,21320,200000,35,90.4,128545,High,0
22,63981,263,188018,11324,176694,25,94.0,277354,Low,1
59,28225,522,216417,40142,176275,30,81.5,122546,High,1
20,44034,353,220603,58711,161892,25,73.4,230459,Low,1
20,18922,1570,304687,113715,190972,25,62.7,72691,High,0
58,16411,625,263248,31762,231486,30,87.9,63811,High,0
19,41744,484,149357,33874,115483,15,77.3,173607,Low,1
43,31248,607,202118,27616,174502,20,86.3,118788,Medium,1
23,19641,228,334810,42818,291992,20,87.2,77068,High,0
40,34326,565,193585,38562,155023,30,80.1,152015,Low,1
60,27328,113,190047,23706,166341,20,87.5,128754,Medium,0
50,50322,786,138434,47770,90664,20,65.5,189136,Low,1
28,38347,688,309122,54209,254913,25,82.5,179512,Medium,0
47,28232,590,197785,18917,178868,35,90.4,125885,High,0
57,38971,726,120000,9816,110184,25,91.8,128166,Medium,0
20,37559,967,205634,48230,157404,30,76.5,144076,Medium,0
67,54220,641,166341,31756,134585,25,80.9,278540,Low,1
64,28668,252,297635,56860,240775,25,80.9,141169,Medium,0
44,32982,282,128414,9157,119257,30,92.9,128880,Low,1
44,36006,310,220861,39342,181519,30,82.2,136604,Medium,0
59,33329,286,163340,15461,147879,25,90.5,157904,Medium,0
24,40992,291,160000,13949,146051,35,91.3,160608,Low,1
40,41959,411,136779,12168,124611,15,91.1,178177,Low,1
27,67002,150,303981,31279,272702,25,89.7,236336,Low,1
23,20956,562,179360,23146,156214,30,87.1,89516,High,0
41,24757,870,201785,23254,178531,30,88.5,113339,High,0
44,41308,494,213444,47820,165624,30,77.6,131419,Low,1
54,25752,699,234634,39104,195530,30,83.3,110468,High,0
20,52787,82,215335,39103,176232,25,81.8,283656,Low,1
32,22058,496,204633,41663,162970,30,79.6,84765,High,1
66,44472,729,272576,39507,233069,30,85.5,196024,Medium,0
60,22147,733,215119,68161,146958,20,68.3,89130,Medium,1
74,43009,367,156507,16769,139738,30,89.3,166561,Low,1
29,14920,491,169348,52195,117153,30,69.2,52669,High,0
35,77426,457,174360,21853,152507,30,87.5,383677,Low,1
61,45428,1223,170763,45328,125435,25,73.5,194170,Low,1
19,36188,199,224900,38190,186710,20,83.0,171352,Low,1
23,65736,203,146426,52649,93777,25,64.0,293653,Low,1
23,21219,126,308237,47003,261234,25,84.8,70066,High,1
51,25395,1274,194233,41125,153108,15,78.8,92325,High,0
73,71501,372,193878,40942,152936,25,78.9,319979,Low,0
22,70019,251,243091,48678,194413,30,80.0,274183,Low,1
67,26859,882,212258,31651,180607,30,85.1,109945,High,0
34,21748,56,185775,26151,159624,30,85.9,117220,Medium,0
29,52091,287,189049,22645,166404,35,88.0,261864,Low,1
69,53669,325,235709,22087,213622,30,90.6,222532,Medium,0
37,19789,453,143409,27490,115919,25,80.8,95663,Medium,1
40,50819,991,312795,68536,244259,25,78.1,243410,Low,1
32,32225,509,201622,34233,167389,30,83.0,145591,Medium,1
63,26987,583,206961,68348,138613,15,67.0,121192,Low,1
20,47964,366,219815,18531,201284,30,91.6,206229,Low,1
34,40675,879,121572,18954,102618,25,84.4,167919,Low,1
55,42751,856,171429,19318,152111,20,88.7,210218,Low,1
65,35062,131,208622,56710,151912,15,72.8,115306,Low,0
31,31654,137,246442,40279,206163,20,83.7,147601,Low,1
27,28557,494,198400,49816,148584,30,74.9,129898,Low,1
40,77062,123,189358,11597,177761,25,93.9,306557,Low,1
34,41931,485,305270,87418,217852,20,71.4,174183,Low,1
19,46974,495,235213,22990,212223,35,90.2,186713,Medium,1
32,48415,226,187686,25834,161852,35,86.2,194608,Low,1
41,46333,459,167620,21124,146496,35,87.4,201739,Low,1
60,37596,254,223023,38742,184281,20,82.6,163957,Medium,0
34,23967,1146,275666,80237,195429,25,70.9,117346,High,0
71,25210,537,251399,29831,221568,15,88.1,94682,High,0
71,22108,208,185202,35063,150139,25,81.1,99627,Medium,1
57,74266,292,222788,49649,173139,20,77.7,336801,Low,1
66,34275,146,224594,56684,167910,25,74.8,143876,Low,1
40,36029,274,256124,48581,207543,35,81.0,167673,Medium,0
19,26949,53,213307,22409,190898,20,89.5,100073,Medium,1
74,41137,482,456750,122999,333751,35,73.1,171680,Medium,0
42,29907,0,187999,11950,176049,30,93.6,130182,Medium,0
53,28113,760,220567,28163,192404,30,87.2,119957,High,0
67,27479,429,189360,20144,169216,25,89.4,109897,High,0
75,41826,1267,326633,92516,234117,25,71.7,177482,Medium,1
39,67612,299,180271,53054,127217,25,70.6,254582,Low,1
72,48831,1019,186149,18788,167361,25,89.9,188122,Medium,1
45,29701,895,173689,36905,136784,30,78.8,119663,Medium,0
21,31158,264,137417,32722,104695,30,76.2,173740,Low,1
36,43414,812,165386,12757,152629,20,92.3,177222,Low,1
29,62642,374,159459,12338,147121,20,92.3,283820,Low,1
23,49338,66,272728,33638,239090,25,87.7,208601,Low,1
38,27064,362,228675,23591,205084,30,89.7,102373,High,0
32,52066,384,376850,52104,324746,25,86.2,152083,High,1
60,47593,549,183583,23125,160458,25,87.4,236450,Low,1
46,66724,340,289635,44771,244864,20,84.5,284636,Low,1
60,48246,571,129444,24172,105272,30,81.3,214443,Low,1
54,37914,223,171148,9932,161216,35,94.2,138563,High,0
55,38017,1107,170409,38246,132163,35,77.6,176555,Low,1
29,48291,705,334322,64128,270194,15,80.8,215695,Low,0
53,39578,802,307225,95809,211416,30,68.8,165731,Medium,1
22,46811,161,173559,26374,147185,20,84.8,236926,Low,1
62,46770,1288,332501,47741,284760,25,85.6,157025,High,1
65,23432,838,150344,48255,102089,25,67.9,99824,Medium,1
27,14797,189,288153,82025,206128,25,71.5,76466,Medium,1
40,34545,30,132103,14399,117704,25,89.1,169212,Low,1
34,62326,144,222099,54904,167195,30,75.3,293987,Low,1
37,27758,371,231112,38296,192816,15,83.4,121976,Medium,0
53,51207,336,216803,52287,164516,25,75.9,215494,Low,1
45,33080,164,253125,82712,170413,30,67.3,166382,Low,1
19,23125,145,211160,28802,182358,15,86.4,78456,Medium,0
69,51795,848,215085,35611,179474,30,83.4,209221,Medium,1
47,107218,174,412558,50530,362028,20,87.8,395929,Low,1
23,30352,171,278442,28996,249446,25,89.6,136747,Medium,0
53,33118,272,130217,49649,80568,25,61.9,157923,Low,1
63,48554,651,208318,28916,179402,25,86.1,216298,Low,1
55,34799,325,158848,14677,144171,30,90.8,143859,Medium,1
29,37376,103,245516,45235,200281,25,81.6,140462,Low,1
29,40337,577,141733,25006,116727,25,82.4,177874,Low,1
70,22221,924,203187,55732,147455,25,72.6,92742,High,0
22,22118,1030,212601,51381,161220,25,75.8,95238,High,0
62,56695,362,143664,37655,106009,30,73.8,272966,Low,1
34,35598,121,166136,26526,139610,35,84.0,157420,Low,1
32,47573,891,349037,53718,295319,20,84.6,160582,High,0
57,35302,361,120000,17133,102867,25,85.7,171075,Low,1
24,16824,299,168316,19789,148527,30,88.2,68310,High,0
32,80297,1610,201814,18403,183411,25,90.9,393473,Low,1
43,44949,192,306068,47455,258613,25,84.5,209287,Low,1
33,39405,297,147994,24262,123732,20,83.6,148590,Low,1
38,42957,160,120000,19870,100130,35,83.4,186220,Low,1
24,26580,340,184936,42660,142276,25,76.9,118327,Low,1
72,41992,310,196408,19803,176605,25,89.9,189966,Medium,1
69,23128,92,205122,27500,177622,20,86.6,101399,Medium,0
47,44881,1273,232959,30774,202185,30,86.8,190867,High,0
43,49976,356,225986,31678,194308,30,86.0,196846,Low,1
43,21124,140,184916,40836,144080,25,77.9,80917,Medium,0
28,39702,604,178312,27440,150872,15,84.6,174706,Low,1
36,44247,747,188504,76756,111748,25,59.3,240188,Low,1
71,42879,264,120000,21156,98844,25,82.4,185798,Low,1
41,38071,349,138743,24608,114135,30,82.3,144694,Low,1
58,35040,963,188899,49210,139689,30,73.9,149754,Medium,1
65,41988,260,255205,37637,217568,25,85.3,160853,Medium,1
60,17761,971,177815,63520,114295,25,64.3,78922,High,0
61,47284,458,305434,52266,253168,15,82.9,233311,Low,0
51,42702,455,187627,23151,164476,15,87.7,173881,Low,1
48,65689,394,169502,30272,139230,15,82.1,269279,Low,1
43,70281,941,201452,32901,168551,25,83.7,305659,Low,1
67,25572,378,215912,39332,176580,25,81.8,125866,Medium,1
75,37548,307,252303,25980,226323,25,89.7,175377,Medium,0
72,54858,1012,284442,32257,252185,35,88.7,231215,High,0
21,26458,496,213807,13307,200500,25,93.8,102759,High,0
73,42573,274,181829,70286,111543,35,61.3,193256,Low,1
63,44172,198,144044,16642,127402,20,88.4,221776,Low,1
56,46132,573,155439,17391,138048,15,88.8,177591,Low,1
26,21718,316,178148,17239,160909,35,90.3,99178,High,0
40,34315,1092,153108,30383,122725,25,80.2,136621,Medium,1
59,36154,193,374616,94600,280016,25,74.7,149080,Medium,1
56,66173,622,201876,61771,140105,20,69.4,260987,Low,1
25,46349,674,177192,57841,119351,35,67.4,214454,Low,1
32,26143,534,207114,51997,155117,25,74.9,119857,Medium,1
23,49777,328,270069,40098,229971,30,85.2,168400,Medium,1
47,32342,354,175369,67486,107883,20,61.5,119123,Low,1
27,27873,794,202499,56686,145813,30,72.0,116022,Medium,0
73,40853,807,306614,31833,274781,35,89.6,126320,High,0
48,83765,744,239875,50978,188897,30,78.7,321323,Low,1
43,31802,388,225796,65995,159801,20,70.8,129156,Low,0
28,39061,194,301298,46555,254743,25,84.5,150039,Medium,1
35,53373,681,132667,25815,106852,25,80.5,225964,Low,1
41,44180,227,208199,11613,196586,30,94.4,177483,Medium,1
71,21358,159,241220,85031,156189,25,64.7,105632,Low,1
65,27387,520,273295,71636,201659,20,73.8,73049,High,0
27,33510,455,293120,53057,240063,35,81.9,125130,High,0
52,22648,374,120000,25954,94046,20,78.4,100976,Low,1
41,38109,386,260347,46889,213458,20,82.0,143926,Medium,0
37,42306,573,241810,32309,209501,25,86.6,169357,Medium,0
47,28962,60,216491,50899,165592,20,76.5,139073,Low,1
69,29822,207,305923,28830,277093,25,90.6,147313,High,0
50,44034,151,142809,15915,126894,30,88.9,172656,Low,1
64,47289,906,248156,39390,208766,30,84.1,219401,Medium,1
75,73562,304,204644,19839,184805,25,90.3,281110,Low,1
23,38512,110,213924,23292,190632,20,89.1,183201,Low,1
37,60294,804,173710,75494,98216,30,56.5,277023,Low,1
64,47757,1120,298556,50913,247643,25,82.9,167242,High,0
58,25864,376,221847,37376,184471,35,83.2,118615,High,0
28,16992,791,218325,42640,175685,25,80.5,57865,High,0
46,37555,167,174334,34901,139433,30,80.0,180566,Low,1
47,49344,805,300892,61008,239884,20,79.7,231873,Low,0
41,32472,463,314080,61226,252854,35,80.5,123251,High,0
39,69464,16,298891,41400,257491,20,86.1,307409,Low,1
72,65566,488,222360,45998,176362,25,79.3,284490,Low,1
22,30639,30,163212,38274,124938,30,76.5,124657,Low,1
70,64225,101,205528,37021,168507,20,82.0,248623,Low,1
40,50980,388,120000,28782,91218,20,76.0,229203,Low,1
68,43872,876,289785,58719,231066,25,79.7,191551,Medium,0
32,40180,841,179383,36109,143274,25,79.9,146940,Low,1
48,63914,0,218754,35552,183202,30,83.7,272719,Low,1
67,66058,1165,194751,20389,174362,20,89.5,308690,Low,1
67,48053,336,197025,54636,142389,30,72.3,231373,Low,1
58,42547,105,190533,35210,155323,30,81.5,199068,Low,1
68,43505,183,324585,64752,259833,25,80.1,189285,Medium,1
60,53495,349,208069,30649,177420,30,85.3,228660,Low,1
57,46839,167,226257,33571,192686,20,85.2,202538,Low,1
34,43890,1407,158379,30502,127877,30,80.7,174470,Low,1
53,27032,231,153786,23171,130615,25,84.9,131099,Medium,0
56,21538,479,374760,60318,314442,25,83.9,111090,High,0
56,48916,444,162005,50557,111448,25,68.8,210333,Low,1
58,39860,930,262755,29988,232767,20,88.6,160057,High,0
32,52982,300,262343,47124,215219,20,82.0,247837,Low,1
33,34026,575,127617,15993,111624,30,87.5,144663,Low,1
62,48579,103,218844,45222,173622,30,79.3,199995,Low,1
22,48999,629,182318,22361,159957,30,87.7,216733,Low,1
73,46336,186,206665,37259,169406,25,82.0,240503,Low,1
28,50477,526,210471,62936,147535,20,70.1,217437,Low,1
39,29470,512,359712,148754,210958,15,58.6,119326,Low,0
71,30579,325,273857,45395,228462,25,83.4,145806,Medium,1
65,23592,445,212798,48775,164023,25,77.1,104020,Medium,0
63,51633,153,227975,22082,205893,25,90.3,233708,Low,1
54,67852,445,188038,66674,121364,25,64.5,282076,Low,1
72,65107,138,311939,53416,258523,30,82.9,209894,Medium,0
49,57038,660,242548,60242,182306,25,75.2,268663,Low,1
34,26080,1072,229703,36278,193425,20,84.2,88861,High,0
59,14000,450,323448,76219,247229,30,76.4,53866,High,0
34,19749,384,146188,14713,131475,30,89.9,76259,High,0
30,47412,200,178332,50544,127788,20,71.7,155482,Low,1
21,25264,802,143238,12259,130979,35,91.4,120494,High,0
24,56452,363,300643,54102,246541,20,82.0,301604,Low,1
34,41727,473,120000,36530,83470,20,69.6,192486,Low,1
54,77116,310,136690,17473,119217,30,87.2,365045,Low,1
26,34068,67,322487,38895,283592,30,87.9,145332,Medium,0
19,24511,566,187562,36155,151407,20,80.7,115974,Medium,1
27,50425,121,220077,25642,194435,25,88.3,178497,Low,1
54,65477,24,279506,19590,259916,20,93.0,345814,Low,1
42,42661,779,219364,49214,170150,35,77.6,133845,Medium,0
31,46020,265,151261,16874,134387,30,88.8,196455,Low,1
44,33484,623,176632,22398,154234,25,87.3,145746,Medium,1
72,97492,556,251925,47758,204167,25,81.0,402682,Low,1
49,39278,506,293882,73822,220060,15,74.9,122661,Medium,1
18,25504,407,183631,42641,140990,35,76.8,131848,Low,1
20,25395,601,199285,25934,173351,30,87.0,109372,High,0
41,72614,755,264561,34210,230351,25,87.1,310327,Low,1
42,91465,329,186274,36499,149775,20,80.4,342968,Low,1
40,43856,512,327706,64229,263477,20,80.4,220417,Low,1
25,36949,525,138958,28395,110563,30,79.6,157813,Low,1
22,25866,256,234169,83174,150995,20,64.5,116206,Low,1
37,56468,151,322529,80467,242062,15,75.1,193031,Low,1
24,52927,473,374523,42540,331983,20,88.6,217864,Medium,0
44,108552,813,192025,30804,161221,15,84.0,543917,Low,1
25,26293,229,222208,21543,200665,25,90.3,107333,High,0
52,27501,165,149039,24376,124663,35,83.6,86873,Medium,1
24,61559,516,205043,73536,131507,25,64.1,324319,Low,1
25,46903,952,211877,36877,175000,30,82.6,165258,Medium,1
54,57329,1102,209530,54784,154746,20,73.9,213305,Low,1
51,37207,636,132518,32460,100058,25,75.5,169934,Low,1
18,15195,469,290724,20699,270025,25,92.9,76032,High,1
20,52916,426,127761,16544,111217,30,87.1,175832,Low,1
35,37518,191,207198,17354,189844,25,91.6,139875,Medium,0
66,28069,366,216143,45182,170961,25,79.1,135554,Medium,1
40,33968,1086,152506,23797,128709,25,84.4,138441,Medium,1
43,39181,854,127600,28249,99351,25,77.9,179255,Low,1
64,68255,323,150118,28740,121378,30,80.9,276917,Low,1
49,44706,1583,331490,29127,302363,30,91.2,210907,High,1
34,31020,0,190414,31128,159286,25,83.7,155912,Low,1
60,68324,336,206826,59632,147194,30,71.2,295814,Low,1
59,22787,0,162090,24080,138010,30,85.1,104717,Medium,1
61,19503,803,171554,21648,149906,25,87.4,72821,High,0
24,50807,285,226011,42234,183777,35,81.3,204891,Low,1
32,46782,553,187614,31660,155954,30,83.1,207967,Low,1
63,34126,332,181466,37838,143628,25,79.1,137951,Low,1
35,44400,80,325472,28553,296919,25,91.2,218477,Medium,1
33,40945,226,224229,25276,198953,35,88.7,161482,Medium,1
74,22965,296,281749,53772,227977,30,80.9,94800,High,0
70,28949,1496,250761,76924,173837,20,69.3,100626,High,0
66,66324,152,283634,37937,245697,35,86.6,277098,Low,1
28,34827,276,240835,26990,213845,25,88.8,141570,Medium,1
58,36556,333,196491,43670,152821,35,77.8,130224,Medium,0
74,36938,212,198727,14413,184314,25,92.7,154906,Medium,1
48,96519,771,130292,32760,97532,20,74.9,517607,Low,1
66,36876,1355,120000,13743,106257,15,88.5,124013,Medium,1
25,20873,447,196544,15584,180960,25,92.1,76301,High,0
21,53821,224,185892,30276,155616,30,83.7,220007,Low,1
48,40370,794,186618,22831,163787,20,87.8,177718,Low,1
34,67983,625,239032,34731,204301,25,85.5,250842,Low,1
44,70589,1017,201233,12783,188450,15,93.6,334493,Low,1
25,41718,506,126205,21569,104636,20,82.9,192501,Low,1
50,31575,0,198738,19160,179578,30,90.4,142567,Medium,0
24,51614,634,120000,20165,99835,35,83.2,211888,Low,1
57,27084,104,235031,48080,186951,35,79.5,109737,Medium,1
22,34345,593,159387,29184,130203,15,81.7,140147,Low,1
24,35727,390,203114,17428,185686,25,91.4,157975,Medium,0
74,36982,494,236434,31390,205044,35,86.7,157353,High,0
73,48206,522,217131,56370,160761,30,74.0,206494,Low,1
56,62598,103,161963,26737,135226,30,83.5,279494,Low,1
57,18354,194,203413,88965,114448,25,56.3,80884,Low,1
60,31128,726,183994,15577,168417,30,91.5,126502,High,0
73,65435,1217,258218,67759,190459,30,73.8,323777,Low,1
57,49244,939,184650,27453,157197,20,85.1,209766,Low,1
19,17722,739,120466,30347,90119,15,74.8,72264,Medium,1
70,34224,1566,248748,71069,177679,25,71.4,133765,High,0
57,61414,190,207003,21338,185665,30,89.7,307421,Low,1
29,48749,674,209871,27564,182307,30,86.9,234544,Low,1
52,90916,986,120000,30627,89373,25,74.5,407910,Low,1
18,31141,127,134372,24857,109515,25,81.5,141060,Low,1
55,22240,181,175528,37633,137895,25,78.6,102893,Medium,0
68,60404,391,308086,67901,240185,15,78.0,294991,Low,1
72,50706,217,291468,46875,244593,25,83.9,272077,Low,1
18,47507,25,207670,29271,178399,30,85.9,201717,Low,1
19,24519,1086,165040,39935,125105,25,75.8,117268,Medium,1
21,21871,917,292130,36250,255880,25,87.6,94674,High,0
29,62305,1040,376356,82433,293923,35,78.1,222090,Medium,0
42,36984,452,452723,59962,392761,25,86.8,148456,High,0
65,19439,651,346479,49433,297046,25,85.7,91274,High,0
31,64272,548,190851,23036,167815,20,87.9,228891,Low,1
21,31669,681,159043,55661,103382,30,65.0,134723,Low,1
44,49977,274,140564,41418,99146,25,70.5,167389,Low,1
66,33918,1284,170648,57984,112664,35,66.0,113630,Medium,0
54,26352,1257,138971,32694,106277,30,76.5,117205,High,0
47,29767,465,291659,24684,266975,30,91.5,111060,High,0
21,38532,422,155268,20430,134838,25,86.8,118674,Medium,0
39,60142,351,220306,24416,195890,25,88.9,226411,Low,1
58,31324,832,242210,33430,208780,30,86.2,134791,High,0
56,23257,165,250780,51419,199361,25,79.5,98664,Medium,0
