age,annual_income,monthly_debt,existing_cc_balance,total_cc_limit,requested_limit,predicted_limit,approved
75,32792,975,6774,11107,5044,5117,0
47,16178,619,1084,5281,14056,1518,1
23,40456,221,1081,5137,17058,7571,0
20,16034,422,6700,16423,8726,965,0
72,40191,691,3489,7330,3402,5956,1
56,29740,747,4275,8977,29636,5481,0
43,68050,142,0,0,7625,12074,1
30,23392,276,5355,21627,4794,4419,1
42,36631,536,0,0,7772,6004,1
26,36902,579,0,0,7547,5656,1
22,65318,685,3258,17436,5590,11361,1
68,17186,686,2683,5042,9532,1948,1
46,25961,279,0,0,9655,5855,1
52,12759,43,3173,23388,8764,1556,0
23,90441,223,2370,18921,5236,15916,1
41,39475,421,758,5270,4780,7331,1
32,56793,287,5746,25426,7905,9162,1
74,21231,1241,0,0,2375,3022,1
30,26177,673,0,0,5159,4176,1
24,27377,223,2243,9412,3430,4167,1
48,53309,202,0,0,8169,9455,1
32,27118,266,0,0,13100,4270,1
33,26793,584,11685,20143,7816,2539,1
37,30512,629,1029,4096,12315,5886,1
46,35955,474,2656,5737,16234,5499,0
50,33990,140,4828,15965,8885,5594,1
70,19325,1554,8500,16327,4600,1651,0
40,38330,756,0,0,6641,5305,1
50,23884,372,11488,29932,14445,2400,1
55,49353,383,1236,31793,4894,8675,1
55,26467,180,0,0,11749,4826,0
74,23804,161,3395,12639,6100,4629,0
25,32686,644,0,0,5216,6200,0
60,42277,431,1398,15458,11974,7018,1
55,16434,622,26208,34527,8322,200,0
26,37189,523,12846,41078,8894,4075,0
47,16113,382,764,7134,9607,2085,1
39,32852,632,3304,14708,3070,5391,0
74,42254,300,9000,18709,6316,6671,1
63,26359,25,3435,9934,10941,4080,0
34,33532,1357,476,17311,5038,3624,1
61,63783,822,3893,19672,6681,9468,1
58,52553,111,13146,22193,14805,8016,1
25,31516,250,1963,6018,4420,4876,1
35,34912,316,1129,8856,5744,6651,1
70,44912,1196,1205,8303,8501,6593,1
51,19512,91,12570,36387,8627,1383,1
19,30326,635,5254,6996,7592,4217,1
60,20191,157,11643,18650,5195,1900,1
42,27855,21,204,7409,17619,5525,1
54,30958,490,3360,14296,31342,5042,1
43,36727,78,717,12150,6068,7303,1
18,32602,592,1972,5037,16965,4947,0
75,49666,576,14384,45884,5474,5453,1
63,20137,168,8242,14469,31827,3089,1
58,54167,336,0,0,3284,9371,0
75,26710,516,5748,36563,2173,4772,1
71,19970,895,7136,33346,11878,2614,0
73,15438,352,1374,7419,5872,3013,0
34,24070,278,2558,6185,4818,3726,0
46,24389,214,9472,25915,8446,2973,1
60,65002,1036,0,0,4164,9718,1
55,15128,984,6386,12325,9103,921,0
20,16275,528,4299,7644,11658,1783,0
75,58648,198,6087,9834,9127,9214,1
24,15981,376,0,0,10595,1666,1
30,135479,1165,2258,7389,3071,23667,1
49,24090,771,364,33902,5330,3231,1
74,46636,230,1029,3455,4840,7291,1
30,31690,226,12417,16577,3831,5185,0
18,32289,371,1234,6758,9143,5233,1
30,36862,977,4920,23557,4914,4840,0
65,60569,221,4546,8644,13486,10241,0
45,36094,280,7804,20259,8030,6200,1
31,26814,196,11085,21164,8505,3608,1
45,48841,178,569,3888,25848,8442,1
46,25417,276,6570,10453,10837,2035,1
62,16205,388,4040,20921,5368,2480,1
58,15903,273,0,0,5022,3199,0
27,28689,31,912,11679,11503,4291,0
56,34464,1008,0,0,11203,6080,1
60,22789,394,3207,17211,14398,3799,1
58,36293,655,3785,13635,8816,5558,0
20,36003,716,788,5462,6414,6194,0
70,33278,249,162,14396,3831,6863,1
36,45194,387,9238,17580,11481,6083,1
32,57861,980,7058,14935,10719,8739,1
57,73346,413,10776,48036,6902,12863,1
20,15048,430,1032,3647,12749,1820,1
51,28982,417,5708,21716,3427,4989,1
49,14280,792,0,0,11102,3008,1
22,27231,281,921,12387,3435,3023,0
61,39414,611,1268,3355,4266,5995,1
44,23443,331,1656,5680,13334,3677,0
19,34716,368,3089,8126,7334,6802,1
44,22114,239,6021,47376,6179,3477,1
45,28463,805,0,0,6192,4985,1
64,31726,193,3828,18914,3384,5369,1
61,23034,187,9621,24873,13168,3055,0
28,57244,840,422,14241,4816,9496,0
18,33924,471,1437,13053,9084,4707,1
54,27950,261,2051,4708,6806,4192,1
47,96153,235,3263,8382,6913,16380,1
71,16359,758,0,0,4981,1964,0
53,13992,145,1130,6974,3510,2152,1
20,27792,251,3263,8194,10874,3512,1
46,65076,291,1963,10979,7130,10782,1
31,38499,295,6496,16128,12663,7394,0
43,46605,949,1762,33052,2488,8322,0
25,22756,19,293,4020,11059,3045,1
67,52866,402,1213,17478,7900,8914,1
28,23236,888,1378,10958,4867,3303,0
22,29871,134,2501,11306,8175,5051,0
31,97048,1025,0,0,5359,16758,1
47,30037,1192,5440,7649,8841,5184,0
64,28508,304,9231,23703,9392,4125,0
39,26581,426,786,4958,13382,6354,1
28,12000,458,950,17439,3241,1348,0
39,34462,790,885,13274,2999,6671,1
61,30048,413,11569,20934,3647,4578,1
48,34389,786,3352,53145,7266,5447,1
72,23832,227,8762,17709,4849,3697,1
36,20934,358,381,1866,3744,2479,1
60,32194,903,4826,24339,10820,3727,0
55,56034,151,0,0,16895,11313,0
21,34496,80,709,3619,5897,5112,1
55,44993,393,3891,7301,8933,7094,1
74,23296,352,5692,8738,6877,3563,1
31,74256,641,6074,18974,4090,11850,1
56,55423,158,12422,54617,6782,8735,1
35,49778,429,545,9177,7728,10004,1
68,36474,899,1158,17626,10280,6492,1
25,28818,659,8159,35624,11488,3482,1
30,23295,189,0,0,12290,4623,1
53,49560,672,889,5566,8809,9014,1
23,36244,501,2090,14360,7301,6533,0
32,31435,117,3071,11962,6816,4543,0
44,33513,306,7200,18792,8173,4684,1
23,59204,500,3971,18302,4147,9104,1
45,51420,776,3035,22420,10897,8062,0
24,22904,366,2340,10834,9857,3189,1
65,77376,236,12777,24846,14060,12509,0
70,29785,445,622,3629,7988,4227,1
33,33400,169,8295,19684,14822,4839,0
35,54725,256,2942,20748,5830,9488,1
63,50564,516,16013,40505,9705,6475,1
61,25634,661,1954,8026,6109,3332,1
73,60198,92,11702,30180,4119,9457,1
50,40389,167,519,25873,8249,8035,1
59,47787,134,976,10369,10229,8167,1
19,33847,454,8072,24800,4673,4532,1
34,19660,688,565,28965,9897,1888,0
43,48962,653,3487,35462,15820,8483,1
72,20703,674,2053,14706,5920,2908,0
34,24478,545,10245,11957,7483,2192,1
50,25990,455,0,0,4336,4407,1
54,23443,380,6039,21866,6777,3031,1
59,75620,414,0,0,4531,13627,1
49,28322,720,4099,8629,6054,4540,1
64,12995,48,6055,12376,5648,2066,1
37,26175,583,940,3574,9602,5487,1
62,32807,737,1178,3670,9449,5184,1
64,100398,219,38495,65000,2227,12785,1
36,31050,480,2970,8773,4388,5731,1
60,33606,916,1724,11542,6443,4949,0
64,24251,100,1978,7755,12083,4779,1
59,28451,208,4244,11532,8215,4936,1
75,35190,857,11501,37330,12904,4501,0
69,26993,233,94,4917,11382,5856,1
38,17669,225,6714,16947,4114,1650,1
19,33032,242,2339,7850,7472,6413,1
27,37475,615,0,0,14147,5993,0
57,19352,941,2087,12494,7125,2206,0
50,25993,348,0,0,3301,4164,1
20,32665,791,0,0,3144,3933,1
48,23003,1666,5455,23381,10135,2133,0
30,38531,481,3196,10807,10286,6740,1
23,32957,656,3453,13918,2401,4574,1
21,29204,434,1162,5054,9570,4775,1
62,38731,591,2395,6704,4841,5930,1
39,52409,111,684,7328,8040,10494,1
50,43820,389,0,0,4525,7184,1
46,69908,295,1116,11517,4831,12415,1
21,48596,449,0,0,3135,7945,0
37,54946,102,0,0,4082,9703,1
55,55119,263,0,0,10148,9178,1
48,74800,746,0,0,9454,11805,1
41,53964,561,393,11226,10428,9398,0
24,16738,227,3491,28121,11744,2968,1
23,22172,95,16474,29845,5388,1819,1
57,39988,428,1055,12081,11367,7446,0
19,50968,136,6265,7826,4603,8552,1
70,52387,587,3641,10366,6649,9328,1
49,29235,24,3736,19738,4278,3996,1
44,90029,131,410,2593,4132,17655,1
29,44636,1021,4482,12814,8601,5826,1
56,30944,564,3508,10692,12278,5837,0
64,33872,1054,0,0,14997,5511,0
61,31105,714,0,0,3864,4818,1
56,48532,490,2036,17911,5463,8488,0
43,12968,310,1838,5944,7813,1079,0
40,34676,457,0,0,3610,5085,1
32,31050,154,3155,9618,19354,6630,0
28,62053,519,4916,42515,11410,9868,0
20,42967,196,2363,14481,13549,7062,1
52,62260,151,2500,32464,7318,9558,1
42,43692,469,321,9510,10897,7953,1
67,23667,447,1087,6859,6420,2780,1
57,25209,873,2191,5186,9164,3315,0
31,24713,857,2281,6782,5757,3408,1
50,25845,467,9920,17489,12462,3564,1
34,19373,337,1127,10130,14467,1937,1
62,23714,685,8603,18845,6670,2563,1
58,29462,369,3736,13449,8494,4812,1
18,29978,331,3090,14748,2987,5448,1
25,43133,164,542,7946,6189,7486,1
65,31588,542,5338,11399,4041,5759,0
27,48016,648,0,0,11496,8417,1
39,25231,732,8270,18180,11855,3019,1
59,56493,790,10083,23497,7487,8069,1
44,23861,158,6764,12469,5417,2676,1
37,15075,838,1145,8202,16315,1249,0
32,23597,121,3525,27790,9974,3331,1
66,27126,192,0,0,11517,4937,1
40,46071,578,4165,11974,6467,7826,1
63,36712,451,1893,7627,5799,6044,1
21,24110,116,673,10681,12364,3470,1
60,40594,673,3236,7677,6181,7418,1
25,51586,224,2299,9779,22960,8011,0
48,56556,2233,3219,7219,4213,7965,0
22,17701,301,1943,13131,6844,1281,0
70,44113,316,0,0,12153,7676,1
70,21808,260,0,0,8781,4234,1
44,63093,238,611,4610,2884,10885,1
62,18418,214,84,12004,8104,3620,1
73,23560,68,1022,11810,12462,3789,1
41,35736,247,0,0,16226,5068,1
42,21142,638,3103,25607,3794,3672,0
54,72537,581,3186,13184,3826,13874,1
64,30637,352,914,4980,5016,5924,1
75,15138,633,5732,12071,2400,1841,0
34,38289,73,2272,7806,9798,5773,1
21,36526,228,3793,19391,9384,5537,0
19,55643,72,1039,10241,14219,10156,0
73,51260,698,5155,8295,12313,6927,1
19,34352,38,4532,16835,2946,5453,1
60,21369,218,4691,22720,4251,2567,1
21,33247,340,18717,59124,5181,2973,1
55,41589,13,2817,9635,6299,7862,1
31,63546,192,3587,16436,12915,10463,1
75,76088,789,3279,6702,4492,11928,1
51,29535,295,7414,10380,3255,4601,1
44,41908,440,790,13567,6536,7856,0
28,15908,492,0,0,8677,3464,0
65,42104,453,3446,9506,16293,6452,1
69,31053,249,512,5657,10802,5275,0
51,15176,181,0,0,9095,2065,0
45,48557,80,0,0,7769,8504,1
58,24190,528,1922,4924,5154,3061,0
48,39420,995,2814,6883,8399,5309,1
46,20162,1189,2177,10101,6179,2660,1
41,35691,373,980,9202,5894,5379,0
20,21129,240,2637,14341,6308,2714,1
58,54130,983,307,7553,14216,9473,0
64,51175,318,14817,21131,6428,7785,1
75,37337,249,3372,6255,7932,6603,0
46,21446,947,1284,10687,7236,3035,0
47,21203,184,5187,23775,5298,2328,1
45,56534,107,903,10441,5358,11304,1
20,76090,331,923,4984,4545,12792,1
40,81729,427,11858,16138,15049,14145,1
60,86995,718,3644,11979,4117,14967,0
23,22560,432,1721,6672,1927,4335,1
32,14355,829,7630,31887,16584,1519,0
26,34680,342,75,8624,5736,6935,0
22,47748,178,18440,55190,13763,6661,1
49,29291,232,2960,17233,17825,5671,1
64,21037,846,2118,8517,5767,2534,0
31,45397,823,12042,33202,22552,6221,1
65,25951,211,817,9987,7983,3461,1
18,31545,396,11663,18860,8332,3192,1
68,40566,252,0,0,8238,7166,1
21,30613,351,0,0,4407,3418,0
46,27649,1184,7074,10041,9465,1571,1
49,19237,574,3388,10172,6116,2543,1
23,24777,305,0,0,8473,5604,0
45,42946,1185,3601,15405,10092,6535,1
66,25297,372,1597,27965,6189,4900,0
51,70890,685,497,26681,4117,12085,1
28,28787,232,6019,13407,3222,3385,0
65,26701,63,510,24845,8701,3848,1
31,20684,530,4459,16446,5264,2478,1
22,33433,683,382,8163,14608,5947,1
19,31210,678,1485,3420,7565,4622,1
25,42009,490,340,4583,11540,8298,1
30,33509,321,16642,37312,4251,3662,0
68,39322,677,1305,10360,3970,6745,1
62,19904,574,8076,20763,5209,1906,1
59,29250,220,4080,20417,7465,3904,1
72,33473,270,5735,21844,9667,4913,0
36,21429,171,478,4860,3871,3139,0
57,22764,99,9059,29408,4390,2998,1
51,31336,159,766,24234,10514,5448,1
40,43041,415,7132,19303,7721,6463,0
30,55748,465,5528,14877,3910,9190,0
54,24399,170,3332,12442,14796,5465,0
57,43226,304,2864,12884,7258,6576,0
18,39073,275,2250,11112,8083,6454,1
65,38152,724,2172,9304,9679,5052,0
19,42234,333,3359,12094,5062,5713,1
39,32500,995,0,0,3350,5997,1
42,37669,784,9035,31286,6567,4241,1
39,32708,139,0,0,4072,6615,1
58,34718,106,8832,21786,9956,6128,0
39,23888,777,8257,29085,13632,3026,1
44,33316,110,3793,10283,6968,5513,1
32,26677,531,0,0,10840,3309,1
63,49051,164,8845,25276,1777,7957,0
39,70347,111,5371,39749,7821,11555,1
32,57728,362,4466,6864,4398,9329,1
57,51764,335,12973,22879,15339,7143,1
72,32581,547,6009,8724,9989,5605,1
65,28211,210,0,0,11015,4123,1
74,39366,394,0,0,10402,6206,1
41,44120,223,12563,16473,9000,6308,0
19,35237,349,2017,11984,2747,4028,1
22,25085,929,1422,18420,4141,2220,0
62,37189,352,4484,19130,13448,6754,0
40,16564,88,1344,14291,10492,2160,0
56,18945,341,0,0,6116,2040,0
56,34183,170,3668,7228,4981,5216,1
53,23219,396,20847,24410,3580,1481,0
64,59293,191,0,0,3717,10394,1
21,33261,799,5238,13115,3111,5642,1
24,38536,934,17292,65000,5865,3162,0
29,30349,443,5099,27731,8662,4562,1
69,63410,44,2686,16527,1930,10910,1
49,16789,467,8400,16688,3123,1883,0
41,21992,254,4581,19699,3432,3223,1
40,21486,311,1944,28631,3478,3829,1
72,22218,502,2811,3775,8351,3729,0
55,52968,691,2788,10091,7751,8513,1
26,95438,815,0,0,6385,17248,1
46,21948,255,2813,10315,3209,5149,0
43,20686,520,6803,13323,6522,3177,1
58,29796,73,1598,13812,10023,4455,0
33,43332,87,7479,17964,5884,6067,1
50,16661,429,984,5846,17418,2056,1
26,34278,169,2945,9454,1840,5577,1
53,26808,86,11470,18904,10341,3174,1
58,30567,750,19653,26285,3386,2851,1
48,80693,493,0,0,8983,14612,1
44,29696,717,3963,9432,4685,4820,1
73,21469,433,1145,6864,6769,3367,1
71,34042,1172,1514,11969,12005,4946,0
37,23306,294,1422,8326,5143,3990,1
39,44407,771,2228,9269,6308,7537,1
42,35024,715,5604,10037,12661,7010,0
61,32561,849,2404,13982,10107,5182,0
38,23834,801,0,0,4064,2086,1
42,48443,634,2416,7958,13564,7837,0
29,29722,513,10022,13136,8503,3364,1
49,65347,838,0,0,4066,10713,0
63,26444,556,14598,49169,6953,2413,0
52,48389,589,11121,16837,4510,6189,1
53,23858,929,0,0,6513,4890,1
36,45253,254,2359,3850,12119,8628,0
28,17328,391,8781,20424,10702,2035,0
44,57428,507,1192,16451,14136,9125,1
22,27645,274,4775,12163,7269,2709,1
50,16297,665,7022,10922,11209,2133,0
61,36971,359,1382,12727,2393,7579,1
63,35515,830,822,5055,16116,6073,1
35,31888,256,6177,17274,12633,3103,1
29,44748,198,7155,16351,12850,6633,1
54,37392,649,12427,53796,23666,5329,1
73,23078,378,2749,5817,2129,3420,1
44,28899,656,5564,65000,4123,3266,1
65,17969,305,3623,17141,9584,2960,0
53,87383,81,9993,20457,3217,15011,1
48,45261,1570,1249,4347,5687,5461,1
33,37626,198,6372,23461,12459,6259,1
72,23108,513,5160,19133,7230,3357,1
52,32425,186,1319,3313,10976,4982,1
18,19353,371,4558,6300,9587,1922,0
27,47805,172,20508,27267,10045,6392,0
69,12401,364,3172,6313,19143,1335,1
45,22784,210,4298,10373,6051,2496,0
25,49020,1035,5058,12848,10073,8340,0
60,31646,232,7208,25872,3812,5207,1
57,66825,28,5702,19241,4668,11629,1
46,135205,357,1410,3941,7925,23691,1
40,22707,311,1340,10124,7504,4067,1
67,35628,260,2664,22053,4682,6260,0
30,28611,532,1147,12329,35000,4452,1
41,16698,335,641,12862,5372,3576,0
31,37870,118,2781,5065,8588,6538,0
54,22037,490,0,0,3972,2163,1
25,53053,199,7273,20350,3692,7980,1
44,16277,653,3401,65000,6278,2120,1
23,52657,418,1796,13423,7628,8537,0
47,18295,675,3390,11223,9509,2418,0
23,52951,269,1710,5678,9199,8207,1
53,23841,642,1852,7338,6070,3363,0
44,14140,329,0,0,14968,1678,0
37,33066,503,1486,15492,3313,5160,1
28,26423,204,6355,9601,9929,5130,1
48,35586,246,1640,7927,3084,6361,1
51,27511,379,3713,16792,7905,3758,0
63,18845,234,0,0,16135,2951,1
27,64938,461,3991,12651,20443,10173,0
35,63060,144,534,6750,8055,10812,1
66,100482,217,522,5559,16177,18362,0
37,52690,207,12134,20952,12372,8337,1
23,39900,250,902,10992,14348,7583,1
22,48506,412,815,10327,13155,6876,0
50,12687,465,0,0,6511,1009,1
25,50915,605,1432,18970,7380,8894,0
36,32909,404,9356,26073,12770,4828,1
38,22679,385,303,6283,6587,3224,1
66,36927,193,9710,20373,6283,5375,0
61,16788,425,0,0,12350,2597,0
47,35420,645,11667,21415,9201,3948,1
48,14402,661,3079,8055,5615,1307,0
66,39062,1140,135,22323,3581,6364,1
30,34798,346,0,0,2939,5957,1
19,30583,93,5351,21168,4008,4801,1
72,26363,677,0,0,3648,5291,1
32,39059,336,3183,27785,12882,7071,1
19,23930,872,1797,17005,3435,2920,0
72,27243,653,2436,8266,8974,4623,1
68,43138,360,3625,13033,11824,8201,1
46,40764,377,0,0,8999,5226,0
20,62297,289,4409,11048,7844,10569,1
50,80699,583,0,0,9430,13691,1
49,15154,376,0,0,11282,1046,0
18,73302,423,4016,19455,11589,12825,1
53,30619,477,6473,29189,3495,4644,1
44,24462,737,1944,7419,17073,3828,0
34,41599,375,0,0,3125,7833,1
58,30262,337,676,3491,9068,6021,1
67,12311,808,4537,15581,9840,1050,1
28,47760,538,7753,23070,14494,6993,1
65,19341,342,0,0,2493,2305,1
32,26375,222,1120,7903,4985,4502,1
72,49875,1228,0,0,7769,8400,1
18,21518,309,1228,6084,7964,2530,1
56,23860,293,0,0,11908,4215,0
44,30600,209,46,3126,7316,4334,0
52,54503,128,13101,20028,3219,8318,1
18,86176,412,843,5680,8948,15038,1
59,19262,253,2755,14749,6772,2747,0
19,46608,173,708,15129,12950,8535,1
33,48609,146,0,0,5183,8256,0
26,25398,246,618,6145,8201,3557,1
29,46880,68,15523,28221,4253,7326,1
43,31821,234,0,0,5719,5982,0
71,79134,182,3385,6392,3858,13868,1
57,33540,301,0,0,15445,6747,1
23,28251,688,2851,7744,11615,4739,1
65,25985,399,2085,7397,5880,4253,1
35,18557,643,346,9354,8722,2676,1
42,12000,532,2468,14601,7845,1794,1
31,55775,268,4521,22597,5444,10104,1
75,40675,872,6589,21003,15058,6586,1
70,30434,390,10912,33542,5210,4139,0
74,40449,45,0,0,3173,8023,1
44,28274,273,3201,8269,7897,4257,1
69,60409,393,4098,10041,11859,10266,1
67,31236,63,4287,8166,8407,4569,0
18,21736,763,11489,40742,4918,1949,1
39,39727,208,0,0,5756,7280,0
32,44702,970,9731,20048,4835,6242,0
59,19382,989,4098,16873,8241,2816,1
23,44864,271,18473,21917,7873,5921,0
50,21049,1073,7181,25767,10182,2904,0
75,48586,977,1025,6757,6917,7924,1
61,38026,191,1076,9089,2460,6728,1
63,47027,34,1681,8123,29200,8193,1
48,34072,663,0,0,6402,5214,1
47,22398,239,0,0,6480,3719,1
48,29871,226,3175,7960,10185,5697,0
63,25978,361,6466,15811,5385,2709,0
62,81747,156,3851,5950,2185,15412,1
38,17513,332,4054,6964,9132,3613,1
38,45572,388,39,3310,5399,7253,0
26,40323,564,553,8392,13477,6716,0
71,40400,442,0,0,5561,7333,1
56,50793,571,10955,15542,6145,7507,1
71,37602,178,1617,26311,7814,6418,0
20,39145,313,0,0,5091,6498,1
22,46640,469,7588,36081,4914,7415,0
35,31203,57,1417,12520,10322,4469,1
65,23442,134,3935,23100,11096,4447,1
20,42929,126,1197,5079,12172,8715,1
38,20331,742,12892,26441,10539,1364,1
32,18474,403,0,0,9793,3803,1
26,26918,322,3439,9101,10877,4017,1
39,30497,104,0,0,16132,4409,1
68,30759,366,4802,9053,5815,4539,0
57,57111,709,989,8759,2926,10243,1
46,35610,335,724,8433,7742,6575,1
66,21982,349,7965,17267,5577,2892,0
57,17382,284,10829,54200,8425,1615,1
18,62071,473,2593,8841,7436,10705,1
50,63594,352,705,5531,10673,11001,1
40,22944,465,7970,32433,9814,1233,1
29,20001,365,1073,15578,5300,3450,0
21,14803,407,0,0,6815,2677,1
61,44302,384,1342,4811,4156,7128,1
53,26771,543,0,0,8004,4234,0
28,13134,308,2422,5204,15011,200,0
58,18651,122,6994,18831,19942,3576,1
22,28978,18,2037,24095,12463,5946,1
52,38812,204,10540,25331,13823,6314,1
27,32531,284,906,10920,4182,6072,1
25,19386,129,103,5850,2472,2440,0
20,34260,791,0,0,5722,5776,1
26,53168,562,4722,10309,4508,8537,1
75,36232,291,1309,3263,13664,7225,0
58,26470,955,0,0,18246,4297,0
55,20196,339,1816,10124,8256,3707,1
31,49529,272,2470,10600,35000,9923,1
23,22320,347,3998,11915,8195,4561,1
31,17243,460,0,0,3717,3020,1
19,37395,389,1308,5111,4929,6498,1
54,21205,69,2771,6412,2213,1880,0
30,112067,566,1047,16230,4636,19771,1
23,28095,322,8428,11794,5395,5665,1
66,32320,441,4708,10920,15856,4679,1
32,12000,339,2027,11873,8207,2034,1
34,85983,40,0,0,5954,15586,1
23,52508,195,4359,17095,5197,7827,1
60,27604,376,0,0,4488,3944,0
21,24330,1039,1163,4614,10203,2989,1
53,30101,514,0,0,12083,4767,1
62,31523,60,1645,10485,8405,4354,1
51,69864,611,13408,55046,15653,9755,1
45,50390,562,2511,8958,4276,9076,1
31,28962,650,4989,16502,8096,4623,0
55,25892,458,7126,22504,2995,3392,1
30,43611,100,0,0,9354,7531,1
26,59679,179,0,0,4369,11160,1
23,38063,776,486,10494,7178,6684,1
30,20234,674,8101,17904,5127,1969,1
64,18736,254,212,11810,12601,3489,0
69,14015,153,8875,27237,3378,1606,0
40,35971,888,0,0,8830,7151,1
20,24314,268,6419,33226,12531,3153,0
38,47312,291,0,0,3948,9041,1
63,27166,245,890,6327,16910,4967,0
27,16307,130,2209,14670,14851,1524,1
44,27770,754,2792,8804,3914,4325,1
21,49070,278,0,0,2751,9896,1
66,26770,395,4229,26335,5088,3689,1
36,38282,107,1451,19341,17418,5847,0
35,25984,131,4645,10605,5784,3534,1
22,36666,626,0,0,7679,7184,1
39,50729,558,1616,12873,3612,8856,0
33,33122,173,778,8441,9591,6769,1
68,37690,425,1925,15712,7450,7248,0
21,37599,586,0,0,19284,6630,0
57,25567,52,0,0,12085,4822,0
18,40745,494,0,0,8465,6666,1
37,32934,588,7294,14755,6583,5682,0
18,40606,390,0,0,3268,7402,1
18,45860,569,1933,3056,11368,8308,1
21,24034,436,333,10054,16449,4798,0
21,28376,252,4455,12694,4646,3717,1
29,94604,931,2847,6603,7392,15821,1
63,42216,248,15330,20703,11836,5678,1
24,49493,402,20916,38976,2364,5524,0
67,44877,996,11613,24608,7395,6670,1
22,76320,317,6411,16806,7441,13130,1
69,54460,715,4047,11999,3719,8846,1
62,26205,504,1230,15179,7511,4200,1
35,35722,80,5237,22246,9523,5837,1
24,27247,983,0,0,14152,4575,0
20,31032,365,352,12747,12934,6130,1
51,35412,772,1505,15597,10060,5441,1
35,48776,263,51,15853,15523,9469,1
42,29123,910,0,0,10493,4571,0
24,36937,717,1323,13016,10832,5711,0
25,29536,502,1648,17256,7595,6837,1
20,19916,467,0,0,8546,2936,0
37,28879,346,4026,6526,3985,5105,0
34,25638,1674,1644,19083,7347,2438,0
43,38447,276,0,0,16691,6641,1
20,14195,173,0,0,12480,2411,1
55,39386,1026,6476,28256,5702,6709,1
21,26074,649,4665,9147,24915,3837,1
43,49880,230,13570,18736,14926,6812,1
22,27814,538,10307,17099,14588,3895,1
23,58212,822,73,3395,3370,10503,1
39,30738,142,0,0,2470,4765,1
22,15538,268,2508,11686,7058,2158,0
68,33480,433,4852,7231,7641,5922,1
32,45298,66,3588,5669,2655,7155,0
75,39449,315,1428,13956,7194,5798,0
26,28933,587,8783,16815,9734,3772,1
29,24045,291,0,0,4407,3733,1
58,44811,712,1928,25223,3894,7476,1
44,48161,1043,0,0,1381,6821,1
43,37319,305,6062,10000,3858,5285,1
61,29086,777,5963,21397,5820,4044,0
34,13352,335,1295,3237,8685,1118,1
55,50989,925,537,5481,5237,7838,0
22,28778,39,2356,12987,12819,5583,0
43,24469,237,10318,20750,11222,2268,1
24,42943,1346,10028,37354,4575,4695,0
60,27084,136,6002,12387,3279,4513,1
70,25633,340,661,11576,8453,4414,1
60,52571,1262,1942,8230,12812,7191,0
64,24655,117,1840,8737,16425,3068,0
18,20544,687,1435,18583,12636,3291,1
62,23434,233,5795,27252,23910,2532,1
57,41925,133,0,0,14455,8301,1
35,17869,690,1473,6245,4478,2432,1
46,38138,413,5135,19024,6410,6291,1
44,35612,350,3377,10081,4323,4450,1
50,44883,816,12,4970,5073,6684,1
38,50204,198,5195,11273,13392,8452,1
42,16982,340,0,0,4135,2051,0
67,27781,355,3216,4634,2982,5796,1
36,34524,471,4798,65000,6624,4930,1
48,31215,310,700,4645,9193,5157,0
29,27796,582,8142,14923,4027,2560,1
21,31865,302,2636,8402,10525,5084,0
67,13683,510,802,44321,6065,1487,0
21,39744,362,6277,13779,4644,5578,1
54,15532,279,0,0,16420,3358,1
63,21194,124,1405,10583,9865,2769,1
57,14809,528,16144,21970,2600,562,1
23,34459,104,8058,11030,4904,6400,1
55,52000,336,19260,30443,15674,4628,1
69,28075,102,0,0,15157,4949,1
50,24802,752,7904,12612,8211,2956,1
28,25896,533,4938,20437,30854,3126,1
18,92472,436,5881,11679,3315,15812,0
22,23250,254,0,0,6904,4893,1
25,35066,362,3628,19654,1774,5757,1
49,20082,47,1604,2751,13317,3661,1
44,27880,467,2407,13556,7714,3577,1
45,75602,222,1893,6258,8700,14417,1
23,62807,1168,10506,30269,7229,8717,1
67,40171,1491,4666,39388,4421,4384,1
50,35690,630,7617,11945,11417,5192,0
45,18837,380,645,6944,4337,2324,0
63,62891,544,18226,36690,16013,9557,1
45,40826,707,12206,21209,7011,4768,1
56,48582,887,7496,12295,6740,6433,0
29,27655,319,2940,7081,1490,5137,1
73,34248,273,0,0,16247,5096,1
29,23190,418,0,0,3609,3906,0
38,23914,272,0,0,4876,4276,0
33,63101,799,2935,8029,11128,9737,0
36,32437,176,0,0,6502,5317,1
21,37291,589,445,10118,8539,6110,1
70,47614,563,1985,4416,3311,7627,0
53,22045,1072,1522,8734,8421,1888,0
46,12000,433,6430,32730,2830,698,1
20,19771,689,428,8113,12919,3623,0
35,25455,886,8642,11272,13981,2962,1
33,59919,381,7524,19684,26099,9089,0
69,15828,249,1000,4541,4187,1976,0
35,32200,700,7886,65000,3585,3905,1
38,28271,620,1336,8095,1709,4634,1
33,40592,411,151,10434,5293,8642,0
24,35016,354,7038,29728,9524,6405,1
26,44672,108,0,0,6682,9078,1
70,30370,452,4569,21834,3098,4724,1
63,81127,478,0,0,19257,14384,0
68,20452,541,0,0,8036,4201,1
52,61710,326,2356,7801,11105,11731,1
44,29155,1226,409,5173,10479,3426,0
47,47260,405,0,0,8171,7902,1
42,40646,158,7276,12469,5338,6765,1
63,34046,66,0,0,7437,6185,1
30,15137,135,547,7764,15132,1438,0
